Rank	Gene_Alias	Ensembl_id	Entrez_id	GO_terms	Description
2711	CAPER CAPERalpha CC1.3 DKFZp781C0423 FLJ44170 HCC1 RBM39 RNPC2 	ENSG00000131051 	9584 	RNA processing : RNA splicing : mRNA processing : nuclear speck : microtubule cytoskeleton : centrosome : nucleoplasm : nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : 	RNA binding motif protein 39 
2712	KIAA0824 PCF11 	ENSG00000165494 	51585 	termination of RNA polymerase II transcription : mRNA 3'-end processing : mRNA cleavage : mRNA splicing, via spliceosome : RNA splicing : mRNA cleavage factor complex : nucleoplasm : transcription from RNA polymerase II promoter : gene expression : 	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae) 
2713	FLJ43974 KIAA0755 SEC24D 	ENSG00000150961 	9871 	antigen processing and presentation of exogenous peptide antigen via MHC class II : COPII vesicle coating : protein N-linked glycosylation via asparagine : post-translational protein modification : ER to Golgi vesicle-mediated transport : antigen processing and presentation of peptide antigen via MHC class I : ER to Golgi transport vesicle membrane : COPII vesicle coat : Golgi membrane : perinuclear region of cytoplasm : cytosol : endoplasmic reticulum membrane : intracellular protein transport : cellular protein metabolic process : small molecule metabolic process : 	SEC24 family, member D (S. cerevisiae) 
2714	AF17 FLJ23480 MLLT6 	ENSG00000108292 	4302 	nucleus : regulation of transcription, DNA-templated : 	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 
2715	ARNT FLJ21469 FLJ39207 KIAA0268 MIA3 RP11-378J18.4 TANGO UNQ6077 	ENSG00000154305 	375056 	positive regulation of leukocyte migration : negative regulation of cell adhesion : exocytosis : wound healing : negative regulation of cell migration : chondrocyte development : positive regulation of bone mineralization : collagen fibril organization : endoplasmic reticulum membrane : integral component of membrane : protein transport : 	melanoma inhibitory activity family, member 3 
2716	MEL RAB8 RAB8A 	ENSG00000167461 	4218 	Golgi vesicle fusion to target membrane : GTP catabolic process : regulation of protein transport : regulation of long-term neuronal synaptic plasticity : nucleocytoplasmic transport : vesicle docking involved in exocytosis : cellular response to insulin stimulus : G2/M transition of mitotic cell cycle : protein localization to plasma membrane : axonogenesis : cilium assembly : regulation of protein localization : phagocytic vesicle : nonmotile primary cilium : recycling endosome membrane : postsynaptic density : cytoplasmic vesicle membrane : dendrite : neuronal cell body : cilium : intracellular : phagocytic vesicle membrane : Golgi membrane : membrane : cytoplasm : plasma membrane : nucleus : cytoplasmic membrane-bounded vesicle : Golgi apparatus : recycling endosome : mitotic cell cycle : signal transduction : intracellular protein transport : small GTPase mediated signal transduction : protein transport : 	RAB8A, member RAS oncogene family 
2717	CK2B CK2N CSK2B CSNK2B G5A MGC138222 MGC138224 	ENSG00000204435 	1460 	endothelial tube morphogenesis : positive regulation of activin receptor signaling pathway : negative regulation of blood vessel endothelial cell migration : positive regulation of pathway-restricted SMAD protein phosphorylation : regulation of DNA binding : adiponectin-activated signaling pathway : regulation of protein kinase activity : cellular protein complex assembly : Wnt signaling pathway : protein kinase CK2 complex : PcG protein complex : cytosol : cytoplasm : plasma membrane : nucleus : mitotic cell cycle : signal transduction : axon guidance : negative regulation of cell proliferation : 	casein kinase 2, beta polypeptide 
2718	FLJ36724 RP11-244N9.5 TSTD2 	ENSG00000136925 	158427 	Unavailable	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 
2719	ACT ACTG ACTG1 DFNA20 DFNA26 	ENSG00000184009 	71 	cell junction assembly : adherens junction organization : cell-cell junction organization : sarcomere organization : cellular component movement : Fc-gamma receptor signaling pathway involved in phagocytosis : myofibril : filamentous actin : extracellular vesicular exosome : cytoskeleton : cytosol : actin cytoskeleton : cytoplasm : axon guidance : innate immune response : 	actin, gamma 1 
2720	MCG40308 MCM6 Mis5 P105MCM 	ENSG00000076003 	4175 	chlorophyll biosynthetic process : photosynthesis : DNA strand elongation involved in DNA replication : G1/S transition of mitotic cell cycle : DNA unwinding involved in DNA replication : DNA replication initiation : DNA replication : MCM complex : nucleoplasm : nucleus : mitotic cell cycle : 	minichromosome maintenance complex component 6 
2721	ASV c-SRC p60-Src SRC SRC1 	ENSG00000197122 	6714 	regulation of intracellular estrogen receptor signaling pathway : negative regulation of protein homooligomerization : negative regulation of mitochondrial depolarization : regulation of vascular permeability : progesterone receptor signaling pathway : positive regulation of integrin activation : negative regulation of anoikis : negative regulation of extrinsic apoptotic signaling pathway : negative regulation of focal adhesion assembly : neurotrophin TRK receptor signaling pathway : regulation of bone resorption : uterus development : positive regulation of podosome assembly : epidermal growth factor receptor signaling pathway : response to interleukin-1 : positive regulation of ERK1 and ERK2 cascade : Ras protein signal transduction : regulation of protein binding : signal complex assembly : leukocyte migration : forebrain development : fibroblast growth factor receptor signaling pathway : T cell costimulation : positive regulation of protein kinase B signaling : protein autophosphorylation : bone resorption : positive regulation of canonical Wnt signaling pathway : oogenesis : platelet activation : negative regulation of cysteine-type endopeptidase activity involved in apoptotic process : cellular response to progesterone stimulus : cell cycle : branching involved in mammary gland duct morphogenesis : peptidyl-tyrosine phosphorylation : negative regulation of intrinsic apoptotic signaling pathway : Fc-gamma receptor signaling pathway involved in phagocytosis : cell migration : late endosome : lysosome : caveola : mitochondrial inner membrane : cytoskeleton : cytosol : mitochondrion : cytoplasm : plasma membrane : nucleus : blood coagulation : cell adhesion : signal transduction : intracellular signal transduction : protein phosphorylation : axon guidance : negative regulation of apoptotic process : modulation by virus of host morphology or physiology : innate immune response : 	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian) 
2722	BTG1 	ENSG00000133639 	694 	positive regulation of fibroblast apoptotic process : positive regulation of myoblast differentiation : positive regulation of endothelial cell differentiation : cell migration : positive regulation of angiogenesis : negative regulation of cell growth : cytoplasm : nucleus : regulation of transcription, DNA-templated : negative regulation of cell proliferation : 	B-cell translocation gene 1, anti-proliferative 
2723	IFT20 	ENSG00000109083 	90410 	regulation of autophagic vacuole assembly : regulation of cilium assembly : centrosome localization : cell projection organization : dendrite terminus : intraciliary transport particle B : centriole : Golgi apparatus : cilium : centrosome : 	intraflagellar transport 20 homolog (Chlamydomonas) 
2724	HERP HERPUD1 KIAA0025 Mif1 SUP 	ENSG00000051108 	9709 	response to unfolded protein : activation of signaling protein activity involved in unfolded protein response : regulation of protein ubiquitination : endoplasmic reticulum unfolded protein response : cellular calcium ion homeostasis : positive regulation of protein binding : negative regulation of cysteine-type endopeptidase activity involved in apoptotic process : ubiquitin-dependent protein catabolic process : endoplasmic reticulum membrane : integral component of membrane : cellular protein metabolic process : 	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 
2725	ING4 MGC12557 my036 p29ING4 	ENSG00000111653 	51147 	protein acetylation : histone H4-K8 acetylation : histone H4-K5 acetylation : histone H4-K12 acetylation : histone H3 acetylation : negative regulation of growth : DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator : cell cycle arrest : DNA replication : nucleus : histone acetyltransferase complex : apoptotic process : negative regulation of cell proliferation : negative regulation of transcription, DNA-templated : positive regulation of apoptotic process : 	inhibitor of growth family, member 4 
2726	KIAA1040 MGC35493 MON2 	ENSG00000061987 	23041 	Golgi to endosome transport : vesicle-mediated transport : actin cytoskeleton organization : trans-Golgi network : protein transport : 	MON2 homolog (S. cerevisiae) 
2727	CIA1 CIAO1 WDR39 	ENSG00000144021 	9391 	chromosome segregation : iron-sulfur cluster assembly : CIA complex : MMXD complex : regulation of transcription from RNA polymerase II promoter : positive regulation of cell proliferation : small molecule metabolic process : 	cytosolic iron-sulfur protein assembly 1 
2728	MGC13407 NUP54 	ENSG00000138750 	53371 	hexose transport : mitotic nuclear envelope disassembly : protein targeting : glucose transport : regulation of glucose transport : cytokine-mediated signaling pathway : mRNA transport : viral process : nucleocytoplasmic transport : nuclear envelope : nuclear pore : nucleoplasm : nuclear membrane : cytoplasm : mitotic cell cycle : carbohydrate metabolic process : small molecule metabolic process : transmembrane transport : 	nucleoporin 54kDa 
2729	A1 MGC51786 MHCBFB PO-GA RECC1 RFC RFC1 RFC140 	ENSG00000035928 	5981 	nucleotide-excision repair, DNA gap filling : telomere maintenance via semi-conservative replication : telomere maintenance via recombination : DNA strand elongation involved in DNA replication : telomere maintenance via telomerase : transcription-coupled nucleotide-excision repair : DNA-dependent DNA replication : positive regulation of catalytic activity : telomere maintenance : DNA replication : nucleotide-excision repair : DNA replication factor C complex : nucleoplasm : nucleus : nucleolus : cytoplasm : protein complex : negative regulation of transcription from RNA polymerase II promoter : mitotic cell cycle : DNA repair : transcription, DNA-templated : regulation of transcription, DNA-templated : positive regulation of transcription, DNA-templated : negative regulation of transcription, DNA-templated : 	replication factor C (activator 1) 1, 145kDa 
2730	DD5 EDD EDD1 FLJ11310 HYD KIAA0896 MGC57263 UBR5 	ENSG00000104517 	51366 	negative regulation of double-strand break repair : negative regulation of histone H2A K63-linked ubiquitination : progesterone receptor signaling pathway : positive regulation of catenin import into nucleus : positive regulation of protein import into nucleus, translocation : positive regulation of canonical Wnt signaling pathway : protein ubiquitination involved in ubiquitin-dependent protein catabolic process : protein polyubiquitination : cellular response to DNA damage stimulus : ubiquitin-dependent protein catabolic process : cytoplasm : nucleus : DNA repair : cell proliferation : 	ubiquitin protein ligase E3 component n-recognin 5 
2731	FGAMS FGARAT KIAA0361 PFAS PURL 	ENSG00000178921 	5198 	ribonucleoside monophosphate biosynthetic process : glutamine metabolic process : nucleobase-containing small molecule metabolic process : purine ribonucleoside monophosphate biosynthetic process : 'de novo' IMP biosynthetic process : purine nucleobase metabolic process : cytosol : cytoplasm : response to drug : small molecule metabolic process : 	phosphoribosylformylglycinamidine synthase 
2732	CSTA STF1 STFA 	ENSG00000121552 	1475 	negative regulation of peptidase activity : keratinocyte differentiation : peptide cross-linking : cell-cell adhesion : cornified envelope : cytoplasm : nucleus : intracellular : 	cystatin A (stefin A) 
2733	DOCK8 FLJ00026 FLJ00152 FLJ00346 MRD2 ZIR8 	ENSG00000107099 	81704 	cytosol : blood coagulation : small GTPase mediated signal transduction : 	dedicator of cytokinesis 8 
2734	HSSB REPA1 RF-A RP-A RPA1 RPA70 	ENSG00000132383 	6117 	homeostasis of number of cells within a tissue : double-strand break repair via homologous recombination : hemopoiesis : meiotic nuclear division : chromosome organization : in utero embryonic development : DNA replication : DNA replication factor A complex : male germ cell nucleus : lateral element : nucleus : DNA recombinase assembly : nucleotide-excision repair, DNA gap filling : telomere maintenance via semi-conservative replication : telomere maintenance via recombination : nucleotide-excision repair, DNA damage removal : DNA strand elongation involved in DNA replication : transcription-coupled nucleotide-excision repair : G1/S transition of mitotic cell cycle : DNA-dependent DNA replication : double-strand break repair : telomere maintenance : DNA recombination : nucleotide-excision repair : actin cytoskeleton : nucleoplasm : PML body : cytoplasm : condensed nuclear chromosome : condensed chromosome : mitotic cell cycle : DNA repair : positive regulation of cell proliferation : 	replication protein A1, 70kDa 
2735	KIAA1231 MGC131802 PFM7 PRDM10 	ENSG00000170325 	56980 	nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : 	PR domain containing 10 
2736	EPLIN FLJ38853 LIMA1 MGC131726 SREBP3 	ENSG00000050405 	51474 	negative regulation of actin filament depolymerization : actin filament bundle assembly : ruffle organization : stress fiber : focal adhesion : actin cytoskeleton : cytoplasm : plasma membrane : 	LIM domain and actin binding 1 
2737	HSU53209 TRA2A 	ENSG00000164548 	29896 	mRNA splicing, via spliceosome : nucleus : 	transformer 2 alpha homolog (Drosophila) 
2738	IPOA5 KPNA1 NPI-1 RCH2 SRP1 	ENSG00000114030 	3836 	regulation of DNA recombination : intracellular transport of virus : cellular component disassembly involved in execution phase of apoptosis : viral life cycle : NLS-bearing protein import into nucleus : positive regulation of protein import into nucleus : apoptotic DNA fragmentation : cytokine-mediated signaling pathway : protein import into nucleus : viral process : dendrite : nuclear pore : nucleoplasm : cytosol : cytoplasm : nucleus : apoptotic process : modulation by virus of host morphology or physiology : 	karyopherin alpha 1 (importin alpha 5) 
2739	FLJ21012 FLJ44872 MUS81 	ENSG00000172732 	80198 	DNA recombination : nucleolus : DNA repair : 	MUS81 endonuclease homolog (S. cerevisiae) 
2740	CEA PSBG2 PSG1 PSG2 PSGGB 	ENSG00000242221 	5670 	cell migration : female pregnancy : extracellular region : 	pregnancy specific beta-1-glycoprotein 2 
2741	C20orf33 CTNNBL1 dJ633O20.1 FLJ21108 NAP NYD-SP19 P14L PP8304 	ENSG00000132792 	56259 	somatic diversification of immunoglobulins : RNA splicing : mRNA processing : Prp19 complex : spliceosomal complex : nucleus : apoptotic process : positive regulation of apoptotic process : 	catenin, beta like 1 
2742	FLJ13161 KPM LATS2 	ENSG00000150457 	26524 	hormone-mediated signaling pathway : negative regulation of cyclin-dependent protein serine/threonine kinase activity : G1/S transition of mitotic cell cycle : regulation of organ growth : keratinocyte differentiation : cellular protein localization : negative regulation of canonical Wnt signaling pathway : hippo signaling : mitosis : microtubule organizing center : spindle pole : cytosol : nucleus : intracellular signal transduction : protein phosphorylation : 	LATS, large tumor suppressor, homolog 2 (Drosophila) 
2743	dJ393P12.2 SCAR2 WASF2 WAVE2 	ENSG00000158195 	10163 	lamellipodium morphogenesis : ameboidal cell migration : actin filament-based movement : Rac protein signal transduction : megakaryocyte development : lamellipodium assembly : adenylate cyclase-modulating G-protein coupled receptor signaling pathway : actin cytoskeleton organization : angiogenesis : Fc-gamma receptor signaling pathway involved in phagocytosis : endocytosis : cellular component movement : lamellipodium : actin cytoskeleton : early endosome : ruffle : intracellular : cytosol : innate immune response : 	WAS protein family, member 2 
2744	PLCG2 	ENSG00000197943 	5336 	negative regulation of programmed cell death : inositol trisphosphate biosynthetic process : activation of store-operated calcium channel activity : follicular B cell differentiation : B cell receptor signaling pathway : T cell receptor signaling pathway : release of sequestered calcium ion into cytosol : regulation of gene expression : response to lipopolysaccharide : cytosol : inositol phosphate metabolic process : calcium-mediated signaling : phospholipid catabolic process : B cell differentiation : platelet activation : phosphatidylinositol biosynthetic process : Wnt signaling pathway : lipid metabolic process : Fc-gamma receptor signaling pathway involved in phagocytosis : Fc-epsilon receptor signaling pathway : plasma membrane : blood coagulation : signal transduction : intracellular signal transduction : small molecule metabolic process : innate immune response : 	phospholipase C, gamma 2 (phosphatidylinositol-specific) 
2745	DKFZp313K1221 EDR3 FLJ12729 FLJ12967 HPH3 MGC88144 PHC3 	ENSG00000173889 	80012 	nucleus : PRC1 complex : PcG protein complex : actin cytoskeleton : multicellular organismal development : 	polyhomeotic homolog 3 (Drosophila) 
2746	MGC:45012 TRAF2 TRAP TRAP3 	ENSG00000127191 	7186 	protein autoubiquitination : regulation of immunoglobulin secretion : protein catabolic process : activation of NF-kappaB-inducing kinase activity : regulation of JNK cascade : tumor necrosis factor-mediated signaling pathway : cellular protein complex assembly : regulation of apoptotic process : CD40 receptor complex : cytoplasmic side of plasma membrane : cytoplasm : positive regulation of T cell cytokine production : regulation of extrinsic apoptotic signaling pathway in absence of ligand : positive regulation of interleukin-2 production : protein homotrimerization : activation of cysteine-type endopeptidase activity involved in apoptotic process : positive regulation of protein homodimerization activity : protein K63-linked ubiquitination : apoptotic signaling pathway : positive regulation of JUN kinase activity : positive regulation of T cell activation : positive regulation of extrinsic apoptotic signaling pathway : positive regulation of NF-kappaB transcription factor activity : positive regulation of sequence-specific DNA binding transcription factor activity : protein complex assembly : negative regulation of glial cell apoptotic process : protein heterooligomerization : cytosol : cell cortex : membrane raft : protein complex : apoptotic process : signal transduction : innate immune response : 	TNF receptor-associated factor 2 
2747	CENF CENPF hcp-1 PRO1779 	ENSG00000117724 	1063 	metaphase plate congression : regulation of G2/M transition of mitotic cell cycle : mitotic M phase : mitotic G2 phase : regulation of striated muscle tissue development : chromosome segregation : mitotic spindle assembly checkpoint : kinetochore assembly : muscle organ development : DNA replication : mitosis : condensed chromosome outer kinetochore : pronucleus : nuclear matrix : kinetochore : nuclear envelope : midbody : spindle : spindle pole : chromatin : chromosome, centromeric region : perinuclear region of cytoplasm : cytosol : cytoplasm : nucleus : mitotic cell cycle : cell proliferation : response to drug : protein transport : negative regulation of transcription, DNA-templated : cell differentiation : 	centromere protein F, 350/400kDa (mitosin) 
2748	PRPS2 PRSII 	ENSG00000101911 	5634 	nucleotide biosynthetic process : AMP biosynthetic process : 5-phosphoribose 1-diphosphate biosynthetic process : nucleobase-containing compound metabolic process : nucleoside metabolic process : organ regeneration : ribose phosphate diphosphokinase complex : ribose phosphate metabolic process : protein complex : ribonucleoside monophosphate biosynthetic process : 	phosphoribosyl pyrophosphate synthetase 2 
2749	2A9 5B10 CABP CACY PRA S100A6 	ENSG00000197956 	6277 	positive regulation of fibroblast proliferation : axonogenesis : nuclear envelope : extrinsic component of cytoplasmic side of plasma membrane : ruffle : perinuclear region of cytoplasm : cytosol : cytoplasm : nucleus : ion transmembrane transport : signal transduction : 	S100 calcium binding protein A6 
2750	DISP1 DISPA DKFZp434I0428 FLJ43740 MGC104180 MGC13130 MGC16796 	ENSG00000154309 	84976 	patched ligand maturation : diaphragm development : dorsal/ventral pattern formation : determination of left/right symmetry : smoothened signaling pathway : peptide transport : embryonic pattern specification : pattern specification process : membrane : integral component of membrane : 	dispatched homolog 1 (Drosophila) 
2751	CW-1 DYNLT1 MGC111571 TCTEL1 tctex-1 	ENSG00000146425 	6993 	microtubule-dependent intracellular transport of viral material towards nucleus : intracellular transport of viral protein in host cell : viral entry into host cell : regulation of cytoskeleton organization : negative regulation of neurogenesis : neuron projection morphogenesis : regulation of Rac GTPase activity : regulation of G-protein coupled receptor protein signaling pathway : establishment of mitotic spindle orientation : mitosis : cytoplasmic dynein complex : spindle : microtubule : Golgi apparatus : 	dynein, light chain, Tctex-type 1 
2752	DAKV6410 DKFZp434A1319 ENKD1 	ENSG00000124074 	84080 	microtubule cytoskeleton : cytoplasmic microtubule : 	chromosome 16 open reading frame 48 
2753	A-RAF ARAF ARAF1 PKS2 RAFA1 	ENSG00000078061 	369 	regulation of TOR signaling : regulation of proteasomal ubiquitin-dependent protein catabolic process : positive regulation of peptidyl-serine phosphorylation : cellular protein modification process : cytosol : mitochondrion : signal transduction : intracellular signal transduction : protein phosphorylation : negative regulation of apoptotic process : 	v-raf murine sarcoma 3611 viral oncogene homolog 
2754	HRG4 UNC119 	ENSG00000109103 	9094 	phototransduction : lipoprotein transport : visual perception : centrosome : cytosol : synaptic transmission : 	unc-119 homolog (C. elegans) 
2755	AGS2 hN2 NOTCH2 	ENSG00000134250 	4853 	atrial septum morphogenesis : pulmonary valve morphogenesis : positive regulation of Ras protein signal transduction : Notch receptor processing : bone remodeling : Notch signaling involved in heart development : hemopoiesis : organ morphogenesis : cell fate determination : stem cell maintenance : cell growth : Notch signaling pathway : nervous system development : transcription initiation from RNA polymerase II promoter : cell cycle arrest : morphogenesis of an epithelial sheet : placenta blood vessel development : interleukin-4 secretion : embryonic limb morphogenesis : inflammatory response to antigenic stimulus : placenta development : humoral immune response : determination of left/right symmetry : in utero embryonic development : regulation of developmental process : nucleoplasm : cell surface : Golgi membrane : membrane : endoplasmic reticulum membrane : extracellular region : integral component of plasma membrane : plasma membrane : nucleus : integral component of membrane : apoptotic process : regulation of transcription, DNA-templated : multicellular organismal development : negative regulation of apoptotic process : negative regulation of cell proliferation : gene expression : cell differentiation : positive regulation of apoptotic process : 	notch 2 
2756	AN11 DCAF7 HAN11 	ENSG00000136485 	10238 	cytoplasm : nucleus : protein ubiquitination : Cul4-RING ubiquitin ligase complex : nuclear matrix : protein complex : multicellular organismal development : 	DDB1 and CUL4 associated factor 7 
2757	C20orf154 dJ967N21.5 MCM8 MGC119522 MGC119523 MGC12866 MGC4816 REC 	ENSG00000125885 	84515 	chlorophyll biosynthetic process : photosynthesis : male gamete generation : DNA strand elongation involved in DNA replication : female gamete generation : G1/S transition of mitotic cell cycle : double-strand break repair via homologous recombination : DNA replication : cellular response to DNA damage stimulus : MCM8-MCM9 complex : nucleoplasm : mitotic cell cycle : 	minichromosome maintenance complex component 8 
2758	DKFZp686K1672 p180 POLA POLA1 	ENSG00000101868 	5422 	nucleobase-containing compound metabolic process : DNA replication : intracellular membrane-bounded organelle : cytoplasm : nucleus : telomere maintenance via semi-conservative replication : lagging strand elongation : leading strand elongation : telomere maintenance via recombination : DNA strand elongation involved in DNA replication : translesion synthesis : regulation of transcription involved in G1/S transition of mitotic cell cycle : mitotic S phase : DNA replication, synthesis of RNA primer : G1/S transition of mitotic cell cycle : double-strand break repair via nonhomologous end joining : DNA replication initiation : telomere maintenance : alpha DNA polymerase:primase complex : nuclear matrix : nuclear envelope : chromatin : nucleoplasm : nucleolus : mitotic cell cycle : cell proliferation : modulation by virus of host morphology or physiology : 	polymerase (DNA directed), alpha 1, catalytic subunit 
2759	ATR2 ATRX MGC2094 MRXHF1 RAD54 RAD54L SFM1 SHS XH2 XNP ZNF-HX 	ENSG00000085224 	546 	DNA duplex unwinding : forebrain development : DNA methylation : DNA recombination : nuclear heterochromatin : nucleus : nuclear chromosome : heterochromatin : DNA repair : regulation of transcription, DNA-templated : 	alpha thalassemia/mental retardation syndrome X-linked 
2760	FLJ12013 KIAA0646 RNF8 	ENSG00000112130 	9025 	histone H2A K63-linked ubiquitination : interstrand cross-link repair : positive regulation of DNA repair : negative regulation of translational elongation : protein K48-linked ubiquitination : protein K63-linked ubiquitination : histone exchange : histone H2B ubiquitination : histone H2A ubiquitination : isotype switching : response to ionizing radiation : double-strand break repair : protein autoubiquitination : double-strand break repair via nonhomologous end joining : spermatid development : cellular response to DNA damage stimulus : cell division : mitosis : protein ubiquitination : ubiquitin-dependent protein catabolic process : site of double-strand break : ubiquitin ligase complex : chromosome, telomeric region : midbody : nucleus : 	ring finger protein 8 
2761	FLJ26479 H2AFV H2AV MGC10170 MGC10831 MGC1947 	ENSG00000105968 	94239 	nucleosome assembly : nucleosome : nucleus : 	H2A histone family, member V 
2762	EXD3 FLJ20433 FLJ30442 MGC131904 MGC74981 	ENSG00000187609 	54932 	nucleobase-containing compound metabolic process : 	exonuclease 3'-5' domain containing 3 
2763	4.1R EL1 EPB41 HE 	ENSG00000159023 	2035 	blood circulation : cortical actin cytoskeleton organization : positive regulation of protein binding : actin cytoskeleton organization : spectrin-associated cytoskeleton : spectrin : cortical cytoskeleton : protein complex : extrinsic component of membrane : cytoskeleton : Golgi apparatus : intracellular membrane-bounded organelle : plasma membrane : nucleus : membrane : 	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) 
2764	ACAD-9 ACAD9 FLJ23533 MGC14452 NPD002 	ENSG00000177646 	28976 	dendrite : mitochondrion : nucleus : metabolic process : oxidation-reduction process : 	acyl-CoA dehydrogenase family, member 9 
2765	INSL6 RIF1 	ENSG00000120210 	11172 	sperm motility : spermatid development : male gonad development : multicellular organism growth : fertilization : extracellular region : apoptotic process : spermatogenesis : negative regulation of apoptotic process : 	insulin-like 6 
2766	AHF DXS1253E F8 F8B F8C FVIII HEMA 	ENSG00000185010 	2157 	blood coagulation, intrinsic pathway : platelet degranulation : acute-phase response : platelet activation : platelet alpha granule lumen : extracellular space : extracellular region : plasma membrane : blood coagulation : cell adhesion : oxidation-reduction process : 	coagulation factor VIII, procoagulant component 
2767	ESET KG1T KIAA0067 KMT1E SETDB1 	ENSG00000143379 	9869 	inner cell mass cell proliferation : bone development : nucleus : histone lysine methylation : Golgi apparatus : chromosome : cytoplasm : plasma membrane : transcription, DNA-templated : regulation of transcription, DNA-templated : 	SET domain, bifurcated 1 
2768	B28 C21orf46 FASP1 MIS18A MIS18alpha 	ENSG00000159055 	54069 	CENP-A containing nucleosome assembly at centromere : nucleosome assembly : mitosis : regulation of DNA methylation : chromosome segregation : nucleoplasm : chromosome, centromeric region : cytoplasm : nucleus : 	MIS18 kinetochore protein homolog A (S. pombe) 
2769	NMT NMT1 	ENSG00000136448 	4836 	N-terminal protein lipidation : positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway : regulation of rhodopsin mediated signaling pathway : protein lipoylation : phototransduction, visible light : rhodopsin mediated signaling pathway : N-terminal protein myristoylation : intrinsic apoptotic signaling pathway : in utero embryonic development : viral process : actin cytoskeleton : cell junction : cytosol : cytoplasm : plasma membrane : apoptotic process : 	N-myristoyltransferase 1 
2770	FLJ23414 KMT1B SUV39H2 	ENSG00000152455 	79723 	nucleus : histone lysine methylation : chromatin assembly or disassembly : chromatin remodeling : male meiosis : nuclear heterochromatin : chromatin : chromosome, centromeric region : histone H3-K9 methylation : transcription, DNA-templated : regulation of transcription, DNA-templated : cell differentiation : 	suppressor of variegation 3-9 homolog 2 (Drosophila) 
2771	EG5 HKSP KIF11 KNSL1 TRIP5 	ENSG00000138160 	3832 	mitotic centrosome separation : mitotic spindle organization : antigen processing and presentation of exogenous peptide antigen via MHC class II : spindle organization : spindle assembly involved in mitosis : microtubule-based movement : mitosis : spindle microtubule : kinesin complex : spindle : spindle pole : microtubule : cytosol : cytoplasm : blood coagulation : 	kinesin family member 11 
2772	PRO1280 SUFU SUFUH SUFUXL 	ENSG00000107882 	51684 	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning : negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process : negative regulation of transcription factor import into nucleus : heart looping : cytoplasmic sequestering of transcription factor : smoothened signaling pathway involved in spinal cord motor neuron cell fate specification : smoothened signaling pathway involved in ventral spinal cord interneuron specification : skin development : negative regulation of osteoblast differentiation : negative regulation of smoothened signaling pathway : neural tube closure : negative regulation of sequence-specific DNA binding transcription factor activity : skeletal system development : spinal cord dorsal/ventral patterning : determination of left/right symmetry : cytoplasm : primary cilium : nucleus : cilium : negative regulation of transcription from RNA polymerase II promoter : signal transduction : regulation of transcription, DNA-templated : proteolysis : multicellular organismal development : 	suppressor of fused homolog (Drosophila) 
2773	NSE1 NSMCE1 	ENSG00000169189 	197370 	positive regulation of response to DNA damage stimulus : DNA recombination : protein ubiquitination : Smc5-Smc6 complex : chromosome, telomeric region : nucleus : intracellular signal transduction : DNA repair : 	non-SMC element 1 homolog (S. cerevisiae) 
2774	G7A VARS VARS1 VARS2 	ENSG00000204394 	7407 	translational elongation : valyl-tRNA aminoacylation : tRNA aminoacylation for protein translation : intracellular : cytosol : mitochondrion : gene expression : 	valyl-tRNA synthetase 
2775	CVAK104 FLJ10074 KIAA1360 SCYL2 	ENSG00000136021 	55681 	receptor internalization involved in canonical Wnt signaling pathway : positive regulation of clathrin-mediated endocytosis : positive regulation of receptor internalization : negative regulation of canonical Wnt signaling pathway : endosome to lysosome transport : clathrin-coated vesicle : endosome membrane : Golgi apparatus : perinuclear region of cytoplasm : protein phosphorylation : 	SCY1-like 2 (S. cerevisiae) 
2776	BR22 CCDC59 DKFZp686K1021 FLJ10294 HSPC128 TAP26 	ENSG00000133773 	29080 	nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : 	coiled-coil domain containing 59 
2777	FLJ26351 FLJ30001 FLJ30548 FLJ42413 MGC90487 PHGDHL1 UBAC2 	ENSG00000134882 	337867 	protein localization to endoplasmic reticulum : endoplasmic reticulum : integral component of membrane : 	UBA domain containing 2 
2778	L10MT MGC17973 MRP-L10 MRP-L8 MRPL10 MRPL8 RPML8 	ENSG00000159111 	124995 	ribosome biogenesis : mitochondrial large ribosomal subunit : ribonucleoprotein complex : intracellular : mitochondrion : translation : 	mitochondrial ribosomal protein L10 
2779	C2orf4 CGI-27 DKFZp434I0135 FLJ25031 MEMO MEMO1 NS5ATP7 	ENSG00000162959 	51072 	regulation of microtubule-based process : cytosol : nucleus : 	mediator of cell motility 1 
