Symbol	Description	Score	Synonyms	GO annotations	Links
KCTD12 	potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:14678]	62.18	ENSG00000178695;ENSP00000317141;ENSP00000366694;115207;KCTD12;NP_612453;NM_138444;C13orf2;KIAA1778;PFET1;KCD12_HUMAN;Q96CX2;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=115207
PTMA 	prothymosin, alpha [Source:HGNC Symbol;Acc:9623]	62.14	ENSG00000187514;ENSP00000344547;ENSP00000386519;ENSP00000386645;ENSP00000386819;ENSP00000387102;ENSP00000392732;ENSP00000400406;ENSP00000406903;100302285;100422872;100422885;100506248;5757;728026;PTMA;NP_001092755;NP_002814;NM_001099285;NM_002823;TMSA;P06454;PTMA_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100302285
PLOD2 	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:9082]	62.06	ENSG00000152952;ENSP00000282903;ENSP00000353170;ENSP00000419354;ENSP00000419880;ENSP00000419963;ENSP00000420094;5352;PLOD2;NP_000926;NP_891988;NM_000935;NM_182943;LH2;O00469;PLOD2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5352
ABCD3 	ATP-binding cassette, sub-family D (ALD), member 3 [Source:HGNC Symbol;Acc:67]	61.87	ENSG00000117528;ENSP00000326880;ENSP00000359233;ENSP00000377780;ENSP00000403357;ENSP00000440692;5825;ABCD3;NP_001116146;NP_002849;NM_001122674;NM_002858;PMP70;ZWS2;ABCD3_HUMAN;P28288;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5825
CDKN3 	cyclin-dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:1791]	61.84	ENSG00000100526;ENSP00000335357;ENSP00000378944;ENSP00000396451;ENSP00000415333;ENSP00000440404;ENSP00000445572;ENSP00000450711;1033;CDKN3;NP_001124323;NP_005183;NM_001130851;NM_005192;CDI1;CDKN3_HUMAN;Q16667;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1033
RNF13 	ring finger protein 13 [Source:HGNC Symbol;Acc:10057]	61.74	ENSG00000082996;ENSP00000341361;ENSP00000355268;ENSP00000376628;ENSP00000417294;ENSP00000417655;ENSP00000418308;ENSP00000418863;ENSP00000419069;ENSP00000419508;ENSP00000419809;ENSP00000419836;ENSP00000420067;ENSP00000420124;ENSP00000420510;ENSP00000420667;11342;RNF13;NP_009213;NP_899237;NM_007282;NM_183381;RZF;O43567;RNF13_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11342
CYFIP1 	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:13759]	61.71	ENSG00000068793;ENSP00000324549;ENSP00000405956;ENSP00000453046;ENSP00000453060;ENSP00000453233;ENSP00000453917;ENSP00000454045;ENSP00000454091;ENSP00000454199;23191;CYFIP1;NP_001028200;NP_055423;NM_001033028;NM_014608;KIAA0068;P140SRA-1;SHYC;CYFP1_HUMAN;Q7L576;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23191
SLC26A2 	solute carrier family 26 (anion exchanger), member 2 [Source:HGNC Symbol;Acc:10994]	61.68	ENSG00000155850;ENSP00000286298;ENSP00000405496;ENSP00000426053;1836;SLC26A2;NP_000103;NM_000112;DTDST;P50443;S26A2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1836
PSMD1 	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:HGNC Symbol;Acc:9554]	61.66	ENSG00000173692;ENSP00000309474;ENSP00000362738;ENSP00000386932;ENSP00000390967;ENSP00000400483;ENSP00000406141;ENSP00000410061;5707;PSMD1;NP_001177966;NP_002798;NM_001191037;NM_002807;P112;S1;PSMD1_HUMAN;Q99460;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5707
HLTF 	helicase-like transcription factor [Source:HGNC Symbol;Acc:11099]	61.57	ENSG00000071794;ENSP00000308944;ENSP00000376644;ENSP00000420106;ENSP00000420429;ENSP00000420745;6596;HLTF;NP_003062;NP_620636;NM_003071;NM_139048;HIP116A;HLTF1;RNF80;SMARCA3;SNF2L3;HLTF_HUMAN;Q14527;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6596
PTPRC 	protein tyrosine phosphatase, receptor type, C [Source:HGNC Symbol;Acc:9666]	61.50	ENSG00000081237;ENSG00000262418;ENSP00000193532;ENSP00000306782;ENSP00000356334;ENSP00000356337;ENSP00000356346;ENSP00000356349;ENSP00000393360;ENSP00000405494;ENSP00000411355;ENSP00000433536;ENSP00000458191;ENSP00000458322;ENSP00000458418;ENSP00000458662;ENSP00000458846;ENSP00000461074;ENSP00000461347;ENSP00000461712;ENSP00000469141;ENSP00000471810;ENSP00000471843;5788;PTPRC;NP_001254727;NP_002829;NP_563578;NM_001267798;NM_002838;NM_080921;CD45;T200;P08575;PTPRC_HUMAN;	protein kinase binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5788
TARS 	threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:11572]	61.43	ENSG00000113407;ENSP00000265112;ENSP00000387710;ENSP00000394291;ENSP00000420893;ENSP00000422130;ENSP00000422291;ENSP00000422598;ENSP00000424387;ENSP00000425524;ENSP00000427304;ENSP00000427627;ENSP00000438469;6897;TARS;NP_001245366;NP_001245367;NP_689508;NM_001258437;NM_001258438;NM_152295;P26639;SYTC_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6897
SLC2A3 	solute carrier family 2 (facilitated glucose transporter), member 3 [Source:HGNC Symbol;Acc:11007]	61.42	ENSG00000059804;ENSP00000075120;ENSP00000440750;ENSP00000441496;6515;SLC2A3;NP_008862;NM_006931;GLUT3;GTR3_HUMAN;P11169;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6515
CSRP1 	cysteine and glycine-rich protein 1 [Source:HGNC Symbol;Acc:2469]	61.41	ENSG00000159176;ENSP00000345079;ENSP00000356275;ENSP00000432110;ENSP00000434147;ENSP00000436491;ENSP00000436792;ENSP00000437218;1465;CSRP1;NP_001180499;NP_001180500;NP_001180501;NP_004069;NM_001193570;NM_001193571;NM_001193572;NM_004078;CYRP;D1S181E;CSRP1_HUMAN;P21291;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1465
STAT3 	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:11364]	61.39	ENSG00000168610;ENSP00000264657;ENSP00000373923;ENSP00000384943;ENSP00000467000;ENSP00000467173;ENSP00000467985;6774;STAT3;NP_003141;NP_644805;NP_998827;NM_003150;NM_139276;NM_213662;APRF;P40763;STAT3_HUMAN;	protein kinase binding; protein targeting	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6774
GNPAT 	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:4416]	61.27	ENSG00000116906;ENSP00000355606;ENSP00000355607;ENSP00000402811;ENSP00000411640;8443;GNPAT;NP_055051;NM_014236;DAP-AT;DAPAT;DHAPAT;GNPAT_HUMAN;O15228;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8443
XPO6 	exportin 6 [Source:HGNC Symbol;Acc:19733]	61.04	ENSG00000169180;ENSP00000302790;ENSP00000454586;ENSP00000455310;ENSP00000456066;ENSP00000456273;ENSP00000456422;ENSP00000457341;ENSP00000457742;ENSP00000458314;ENSP00000459591;ENSP00000459736;23214;XPO6;NP_001257869;NP_055986;NM_001270940;NM_015171;FLJ22519;KIAA0370;RANBP20;Q96QU8;XPO6_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23214
SCN1B 	sodium channel, voltage-gated, type I, beta subunit [Source:HGNC Symbol;Acc:10586]	60.90	ENSG00000105711;ENSP00000262631;ENSP00000396915;ENSP00000468848;6324;SCN1B;NP_001028;NP_950238;NM_001037;NM_199037;Q07699;SCN1B_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6324
ACTN1 	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	60.90	ENSG00000072110;ENSP00000193403;ENSP00000366035;ENSP00000377941;ENSP00000414272;ENSP00000439828;ENSP00000444422;ENSP00000450618;ENSP00000450625;ENSP00000450764;ENSP00000450903;ENSP00000450925;ENSP00000451086;ENSP00000452254;ENSP00000452423;87;ACTN1;NP_001093;NP_001123476;NP_001123477;NM_001102;NM_001130004;NM_001130005;ACTN1_HUMAN;P12814;	vinculin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=87
C5orf15 	chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:20656]	60.89	ENSG00000113583;ENSP00000231512;56951;C5orf15;NP_064584;NM_020199;HTGN29;KCT2;KCT2_HUMAN;Q8NC54;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56951
RHOA 	ras homolog family member A [Source:HGNC Symbol;Acc:667]	60.75	ENSG00000067560;ENSP00000394483;ENSP00000400175;ENSP00000400747;ENSP00000408402;ENSP00000413587;387;RHOA;NP_001655;NM_001664;ARH12;ARHA;Rho12;RHOH12;P61586;RHOA_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=387
CASC3 	cancer susceptibility candidate 3 [Source:HGNC Symbol;Acc:17040]	60.73	ENSG00000108349;ENSP00000264645;ENSP00000462713;ENSP00000464626;ENSP00000467654;22794;CASC3;NP_031385;NM_007359;BTZ;MLN51;CASC3_HUMAN;O15234;	mRNA catabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=22794
SPARC 	secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]	60.65	ENSG00000113140;ENSP00000231061;ENSP00000428119;ENSP00000429152;ENSP00000440127;ENSP00000444998;6678;SPARC;NP_003109;NM_003118;ON;P09486;SPRC_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6678
PRPF3 	pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:17348]	60.65	ENSG00000117360;ENSG00000265228;ENSP00000315379;ENSP00000387844;ENSP00000445421;ENSP00000463374;ENSP00000463536;ENSP00000463756;9129;PRPF3;NP_004689;NM_004698;hPrp3;Prp3;RP18;SNRNP90;O43395;PRPF3_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9129
GBAS 	glioblastoma amplified sequence [Source:HGNC Symbol;Acc:4179]	60.46	ENSG00000146729;ENSP00000313050;ENSP00000398498;ENSP00000401185;ENSP00000406336;ENSP00000406855;ENSP00000409266;2631;GBAS;NP_001189398;NP_001474;NM_001202469;NM_001483;NIPSNAP2;NIPS2_HUMAN;O75323;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2631
ZFP36 	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:12862]	60.10	ENSG00000128016;ENSP00000248673;ENSP00000469647;ENSP00000470200;ENSP00000471239;ENSP00000472329;7538;ZFP36;NP_003398;NM_003407;G0S24;NUP475;RNF162A;TIS11;tristetraprolin;P26651;TTP_HUMAN;	mRNA binding; mRNA catabolic process; nuclear-transcribed mRNA catabolic process; protein kinase binding; RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7538
BGN 	biglycan [Source:HGNC Symbol;Acc:1044]	60.04	ENSG00000182492;ENSG00000269168;ENSP00000327336;ENSP00000402525;ENSP00000470463;ENSP00000471199;633;BGN;NP_001702;NM_001711;DSPG1;SLRR1A;P21810;PGS1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=633
NEK7 	NIMA-related kinase 7 [Source:HGNC Symbol;Acc:13386]	59.94	ENSG00000151414;ENSP00000356353;ENSP00000356355;ENSP00000375835;ENSP00000392745;ENSP00000439095;ENSP00000444621;140609;NEK7;NP_598001;NM_133494;NEK7_HUMAN;Q8TDX7;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=140609
ZNF638 	zinc finger protein 638 [Source:HGNC Symbol;Acc:17894]	59.83	ENSG00000075292;ENSP00000264447;ENSP00000348066;ENSP00000367033;ENSP00000386433;ENSP00000386813;ENSP00000388164;ENSP00000396909;ENSP00000402875;ENSP00000408557;ENSP00000409647;ENSP00000469295;100507113;27332;ZNF638;NP_001014972;NP_001239541;NP_001239542;NP_055312;NM_001014972;NM_001252612;NM_001252613;NM_014497;MGC26130;NP220;ZFML;Zfp638;Q14966;ZN638_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100507113
PSAP 	prosaposin [Source:HGNC Symbol;Acc:9498]	59.73	ENSG00000197746;ENSP00000378392;ENSP00000378394;5660;PSAP;NP_001035930;NP_001035931;NP_002769;NM_001042465;NM_001042466;NM_002778;GLBA;P07602;SAP_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5660
TERF2IP 	telomeric repeat binding factor 2, interacting protein [Source:HGNC Symbol;Acc:19246]	59.60	ENSG00000166848;ENSP00000300086;ENSP00000454399;ENSP00000456092;54386;TERF2IP;NP_061848;NM_018975;RAP1;Q9NYB0;TE2IP_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54386
ANXA1 	annexin A1 [Source:HGNC Symbol;Acc:533]	59.58	ENSG00000135046;ENSP00000257497;ENSP00000366109;ENSP00000412489;ENSP00000414013;301;ANXA1;NP_000691;NM_000700;ANX1;LPC1;ANXA1_HUMAN;P04083;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=301
VAMP7 	vesicle-associated membrane protein 7 [Source:HGNC Symbol;Acc:11486]	59.55	ENSG00000124333;ENSP00000262640;ENSP00000286448;ENSP00000427822;ENSP00000430039;6845;VAMP7;NP_001138621;NP_001172112;NP_005629;NM_001145149;NM_001185183;NM_005638;SYBL1;TI-VAMP;VAMP-7;P51809;VAMP7_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6845
ANXA5 	annexin A5 [Source:HGNC Symbol;Acc:543]	59.55	ENSG00000164111;ENSP00000296511;ENSP00000421421;ENSP00000424106;ENSP00000424199;ENSP00000427135;308;ANXA5;NP_001145;NM_001154;ANX5;ENX2;ANXA5_HUMAN;P08758;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=308
TMEM59 	transmembrane protein 59 [Source:HGNC Symbol;Acc:1239]	59.34	ENSG00000116209;ENSP00000234831;ENSP00000360388;ENSP00000360392;ENSP00000360395;ENSP00000360399;ENSP00000397772;ENSP00000399761;ENSP00000413792;9528;TMEM59;NP_004863;NM_004872;C1orf8;HSPC001;Q9BXS4;TMM59_HUMAN;	establishment of protein localization to membrane	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9528
GSTP1 	glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:4638]	59.14	ENSG00000084207;ENSP00000381604;ENSP00000381607;2950;GSTP1;NP_000843;NM_000852;FAEES3;GST3;GSTP;GSTP1_HUMAN;P09211;	protein kinase binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2950
DDX5 	DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:HGNC Symbol;Acc:2746]	58.50	ENSG00000108654;ENSG00000263077;ENSP00000225792;ENSP00000403085;ENSP00000440276;ENSP00000459637;ENSP00000460989;ENSP00000462093;ENSP00000462191;ENSP00000462206;ENSP00000462222;ENSP00000462513;ENSP00000462587;ENSP00000462596;ENSP00000462885;ENSP00000463101;ENSP00000463168;ENSP00000463384;ENSP00000463541;ENSP00000463903;ENSP00000463923;ENSP00000463975;ENSP00000464064;ENSP00000464256;ENSP00000464304;ENSP00000464337;ENSP00000464564;ENSP00000464566;ENSP00000464587;ENSP00000464659;ENSP00000465791;100616387;100616408;1655;DDX5;NP_004387;NM_004396;G17P1;HLR1;DDX5_HUMAN;P17844;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100616387
RPL6 	ribosomal protein L6 [Source:HGNC Symbol;Acc:10362]	57.98	ENSG00000089009;ENSP00000202773;ENSP00000403172;ENSP00000446859;ENSP00000446883;ENSP00000448067;ENSP00000448570;ENSP00000449486;ENSP00000476161;6128;RPL6;NP_000961;NP_001019833;NM_000970;NM_001024662;TAXREB107;TXREB1;Q02878;RL6_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6128
DDX39A 	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A [Source:HGNC Symbol;Acc:17821]	57.94	ENSG00000123136;ENSP00000242776;ENSP00000322749;ENSP00000392929;ENSP00000464801;ENSP00000465926;ENSP00000466754;ENSP00000466810;ENSP00000467040;ENSP00000467411;ENSP00000467862;ENSP00000467911;10212;DDX39A;NP_005795;NM_005804;BAT1L;DDX39;DDXL;URH49;DX39A_HUMAN;O00148;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10212
OPHN1 	oligophrenin 1 [Source:HGNC Symbol;Acc:8148]	57.89	ENSG00000079482;ENSP00000347710;ENSP00000438617;4983;OPHN1;NP_002538;NM_002547;ARHGAP41;MRX60;OPN1;O60890;OPHN1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4983
RPS16 	ribosomal protein S16 [Source:HGNC Symbol;Acc:10396]	57.50	ENSG00000105193;ENSP00000251453;ENSP00000367806;ENSP00000468957;ENSP00000471983;ENSP00000472231;ENSP00000473220;6217;RPS16;NP_001011;NM_001020;S16;P62249;RS16_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribonucleoprotein complex biogenesis; ribosomal small subunit biogenesis; ribosomal subunit; ribosome; RNA catabolic process; rRNA metabolic process; rRNA processing; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6217
LBR 	lamin B receptor [Source:HGNC Symbol;Acc:6518]	57.47	ENSG00000143815;ENSP00000272163;ENSP00000339883;ENSP00000388059;ENSP00000397817;ENSP00000415428;ENSP00000416554;3930;LBR;NP_002287;NP_919424;NM_002296;NM_194442;DHCR14B;TDRD18;LBR_HUMAN;Q14739;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3930
HLA-DMB 	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:4935]	57.32	ENSG00000226264;ENSG00000234154;ENSG00000239329;ENSG00000241296;ENSG00000241674;ENSG00000242092;ENSG00000242386;ENSG00000242574;ENSP00000372718;ENSP00000378723;ENSP00000389736;ENSP00000390848;ENSP00000391010;ENSP00000391352;ENSP00000391679;ENSP00000393285;ENSP00000393646;ENSP00000394737;ENSP00000394789;ENSP00000394997;ENSP00000396075;ENSP00000398332;ENSP00000398843;ENSP00000398890;ENSP00000399130;ENSP00000399634;ENSP00000399759;ENSP00000401238;ENSP00000401587;ENSP00000402800;ENSP00000404072;ENSP00000405746;ENSP00000405790;ENSP00000406776;ENSP00000408453;ENSP00000410077;ENSP00000410329;ENSP00000410609;ENSP00000410908;ENSP00000411276;ENSP00000411321;ENSP00000412415;ENSP00000413062;ENSP00000413471;ENSP00000414153;ENSP00000414817;ENSP00000416157;ENSP00000446674;ENSP00000446912;ENSP00000447325;ENSP00000447573;ENSP00000448541;ENSP00000448875;ENSP00000449375;ENSP00000449487;ENSP00000449810;ENSP00000450057;ENSP00000450237;ENSP00000450287;3109;HLA-DMB;NP_002109;NM_002118;D6S221E;RING7;DMB_HUMAN;P28068;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3109
EBNA1BP2 	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:15531]	56.95	ENSG00000117395;ENSP00000236051;ENSP00000407323;10969;EBNA1BP2;NP_001153408;NP_006815;NM_001159936;NM_006824;EBP2;NOBP;EBP2_HUMAN;Q99848;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10969
PCNA 	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:8729]	56.80	ENSG00000132646;ENSP00000368438;ENSP00000368458;5111;PCNA;NP_002583;NP_872590;NM_002592;NM_182649;P12004;PCNA_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5111
CD63 	CD63 molecule [Source:HGNC Symbol;Acc:1692]	56.76	ENSG00000135404;ENSP00000257857;ENSP00000393502;ENSP00000446752;ENSP00000446807;ENSP00000447356;ENSP00000447730;ENSP00000447938;ENSP00000448091;ENSP00000449281;ENSP00000449337;ENSP00000449435;ENSP00000449654;ENSP00000449684;ENSP00000450191;967;CD63;NP_001244318;NP_001244319;NP_001244320;NP_001244321;NP_001244329;NP_001244330;NP_001254627;NP_001771;NM_001257389;NM_001257390;NM_001257391;NM_001257392;NM_001257400;NM_001257401;NM_001267698;NM_001780;ME491;MLA1;TSPAN30;CD63_HUMAN;P08962;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=967
UBA3 	ubiquitin-like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:12470]	56.69	ENSG00000144744;ENSP00000340041;ENSP00000354340;ENSP00000400294;ENSP00000417547;ENSP00000419077;ENSP00000440085;9039;UBA3;NP_003959;NP_937838;NM_003968;NM_198195;hUba3;NAE2;UBE1C;Q8TBC4;UBA3_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9039
EIF3E 	eukaryotic translation initiation factor 3, subunit E [Source:HGNC Symbol;Acc:3277]	55.76	ENSG00000104408;ENSP00000220849;ENSP00000428170;ENSP00000428796;ENSP00000429327;ENSP00000429968;ENSP00000430152;ENSP00000430649;ENSP00000430678;ENSP00000430709;ENSP00000430839;3646;EIF3E;NP_001559;NM_001568;eIF3-p48;EIF3S6;EIF3E_HUMAN;P60228;	mRNA catabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; RNA catabolic process; translational initiation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3646
USP11 	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:12609]	55.48	ENSG00000102226;ENSP00000218348;ENSP00000366279;ENSP00000366282;ENSP00000366311;8237;USP11;NP_004642;NM_004651;UHX1;P51784;UBP11_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8237
CCT2 	chaperonin containing TCP1, subunit 2 (beta) [Source:HGNC Symbol;Acc:1615]	55.33	ENSG00000166226;ENSP00000299300;ENSP00000441847;ENSP00000445471;ENSP00000450153;10576;CCT2;NP_001185771;NP_006422;NM_001198842;NM_006431;Cctb;P78371;TCPB_HUMAN;	'de novo' posttranslational protein folding; 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10576
TARDBP 	TAR DNA binding protein [Source:HGNC Symbol;Acc:11571]	46.49	ENSG00000120948;ENSP00000240185;ENSP00000313129;ENSP00000404666;ENSP00000432132;ENSP00000465080;ENSP00000465240;ENSP00000465888;ENSP00000466842;ENSP00000467020;23435;TARDBP;NP_031401;NM_007375;ALS10;TDP-43;Q13148;TADBP_HUMAN;	mRNA binding; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23435
RPS24 	ribosomal protein S24 [Source:HGNC Symbol;Acc:10411]	1.95	ENSG00000138326;ENSP00000354074;ENSP00000361435;ENSP00000414321;ENSP00000415549;6229;RPS24;NP_001017;NP_001135754;NP_001135755;NP_001135756;NP_001135757;NP_148982;NM_001026;NM_001142282;NM_001142283;NM_001142284;NM_001142285;NM_033022;S24;P62847;RS24_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribonucleoprotein complex biogenesis; ribosomal small subunit biogenesis; ribosomal subunit; ribosome; RNA catabolic process; rRNA metabolic process; rRNA processing; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6229
RPL9 	ribosomal protein L9 [Source:HGNC Symbol;Acc:10369]	1.93	ENSG00000163682;ENSP00000346022;ENSP00000400467;ENSP00000421872;ENSP00000422191;ENSP00000424796;ENSP00000425250;6133;RPL9;NP_000652;NP_001020092;NM_000661;NM_001024921;L9;P32969;RL9_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6133
