GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 13:38:49 GMT 2016

Gene	Score	Description
PFDN5	SERF2	0.0012335222171881626	Co-expression	Yao-Jallal-2008
PIAS3	CXorf40B	0.0011798226097161225	Co-expression	Yao-Jallal-2008
PIAS3	SSBP3	0.001807053364589661	Co-expression	Yao-Jallal-2008
POGZ	ZNF273	0.0010170826894073477	Co-expression	Yao-Jallal-2008
PRPF3	CCDC93	0.0020397916346232923	Co-expression	Yao-Jallal-2008
PRPF3	NKTR	0.0019992529111442572	Co-expression	Yao-Jallal-2008
PRPF3	TARDBP	0.0016735377805878807	Co-expression	Yao-Jallal-2008
PRPF3	YLPM1	0.001981076385370752	Co-expression	Yao-Jallal-2008
PTPN13	FBXW7	6.912723612163054E-4	Co-expression	Yao-Jallal-2008
RPL12	NACA	0.002091413060865994	Co-expression	Yao-Jallal-2008
RPL12	PFDN5	6.88399974674423E-4	Co-expression	Yao-Jallal-2008
RPL12	RPL15	0.0021300145677256056	Co-expression	Yao-Jallal-2008
RPL12	RPSA	0.0013462730860893466	Co-expression	Yao-Jallal-2008
RPL36AL	NUTF2	0.0018121522824928508	Co-expression	Yao-Jallal-2008
RPL37	ZNF24	0.003271003288329138	Co-expression	Yao-Jallal-2008
SF3B1	FBXW7	6.452956255104776E-4	Co-expression	Yao-Jallal-2008
SF3B1	MON2	0.0018288699641226581	Co-expression	Yao-Jallal-2008
SNRPF	EIF2S2	0.001468438343922004	Co-expression	Yao-Jallal-2008
SNRPF	TMX1	8.9383931981594E-4	Co-expression	Yao-Jallal-2008
SNRPF	YME1L1	0.0012393809715571717	Co-expression	Yao-Jallal-2008
SPARC	BGN	0.0017494873490917153	Co-expression	Yao-Jallal-2008
SPARC	FBN1	6.067075521594838E-4	Co-expression	Yao-Jallal-2008
SRP19	PITPNB	9.746963060330096E-4	Co-expression	Yao-Jallal-2008
SRP19	TARS	0.0012549484889729135	Co-expression	Yao-Jallal-2008
SRSF11	MON2	0.0032676175789276363	Co-expression	Yao-Jallal-2008
SRSF11	ZNF273	9.83787592913044E-4	Co-expression	Yao-Jallal-2008
TBCB	FAM168B	0.001506912726756338	Co-expression	Yao-Jallal-2008
TCF4	BGN	0.0031034275375327073	Co-expression	Yao-Jallal-2008
TERF2IP	AHCTF1	9.801776427789384E-4	Co-expression	Yao-Jallal-2008
TERF2IP	ARIH1	7.143306007601486E-4	Co-expression	Yao-Jallal-2008
TERF2IP	HCFC2	0.0010253916924868153	Co-expression	Yao-Jallal-2008
TERF2IP	IL1R1	7.012763706840516E-4	Co-expression	Yao-Jallal-2008
TERF2IP	JAG1	9.12992013882362E-4	Co-expression	Yao-Jallal-2008
TERF2IP	ZFP36	2.754341184127801E-4	Co-expression	Yao-Jallal-2008
TSPAN7	KCTD12	7.9419403072293E-4	Co-expression	Yao-Jallal-2008
TSPAN7	TCF4	0.0013411015923473892	Co-expression	Yao-Jallal-2008
XPOT	TMX1	0.0010675467403750804	Co-expression	Yao-Jallal-2008
ZFP36	ANXA1	7.38102502718544E-4	Co-expression	Yao-Jallal-2008
ZFP36	IL1R1	8.062850026312755E-4	Co-expression	Yao-Jallal-2008
ZNF273	MON2	8.629171857422531E-4	Co-expression	Yao-Jallal-2008
ZNF273	ZNF518A	9.096559096014281E-4	Co-expression	Yao-Jallal-2008
AP2S1	CST3	0.001203986287262079	Co-expression	Yu-Lee-2012
AP2S1	PSAP	0.0014891969058274932	Co-expression	Yu-Lee-2012
ATP5C1	PPP1R7	0.0018808784703590593	Co-expression	Yu-Lee-2012
AURKAIP1	SERF2	0.0026382455160886865	Co-expression	Yu-Lee-2012
BTN3A3	RPLP2	0.001737466259402589	Co-expression	Yu-Lee-2012
CCT3	CXorf40B	0.0016560993357838053	Co-expression	Yu-Lee-2012
CCT3	HSP90AB1	0.0014481624933570722	Co-expression	Yu-Lee-2012
CCT3	PPFIA1	0.0023836394060216697	Co-expression	Yu-Lee-2012
CCT3	PRPF3	7.0046029290964E-4	Co-expression	Yu-Lee-2012
CDC16	LYRM1	0.0013839016887761248	Co-expression	Yu-Lee-2012
CELF1	KPNA6	0.001251276127607759	Co-expression	Yu-Lee-2012
CEP170B	SLC2A1	0.0016101021096836176	Co-expression	Yu-Lee-2012
CLNS1A	ATP5E	0.0030482979185809576	Co-expression	Yu-Lee-2012
CLNS1A	MEST	0.0025124741500023064	Co-expression	Yu-Lee-2012
CLNS1A	MRPL16	0.0017415521383831348	Co-expression	Yu-Lee-2012
CLNS1A	NACA	0.003573263923943409	Co-expression	Yu-Lee-2012
CLNS1A	NDUFS5	0.0030225894320947784	Co-expression	Yu-Lee-2012
CLNS1A	SKIV2L2	8.926713436535449E-4	Co-expression	Yu-Lee-2012
COPG1	FAM168B	0.0023297332666200364	Co-expression	Yu-Lee-2012
COPG1	NUTF2	0.0016393170578681115	Co-expression	Yu-Lee-2012
COPG1	OTUB1	0.002940947680614377	Co-expression	Yu-Lee-2012
CREG1	CYP1B1	0.0022755130101699927	Co-expression	Yu-Lee-2012
CREG1	RNF130	0.0016557376788193753	Co-expression	Yu-Lee-2012
DDX5	AHCTF1	0.0017454417678756488	Co-expression	Yu-Lee-2012
DDX5	CDC16	5.052392975655177E-4	Co-expression	Yu-Lee-2012
DDX5	MAN2A1	4.711237600008404E-4	Co-expression	Yu-Lee-2012
DDX5	NKTR	8.195655117843232E-4	Co-expression	Yu-Lee-2012
DDX5	PDCL3	0.0015491209699702217	Co-expression	Yu-Lee-2012
DDX5	PSMD6	7.091623075579872E-4	Co-expression	Yu-Lee-2012
DDX5	ZNF24	0.0017013974108050108	Co-expression	Yu-Lee-2012
ERH	CCDC53	0.00197539528835155	Co-expression	Yu-Lee-2012
ERH	TMX1	0.0022152060729019657	Co-expression	Yu-Lee-2012
GBAS	RNF7	9.99120877012894E-4	Co-expression	Yu-Lee-2012
HNRNPH3	MAN2A1	0.002627664938085312	Co-expression	Yu-Lee-2012
HSP90AB1	PRPF3	0.00117919382816598	Co-expression	Yu-Lee-2012
ITGA6	TMEM260	6.11824083950402E-4	Co-expression	Yu-Lee-2012
ITGA6	ZMYND11	0.003052722470351659	Co-expression	Yu-Lee-2012
KCTD12	RNF130	0.001890623760251213	Co-expression	Yu-Lee-2012
KPNA6	FAM120A	0.0012678940784996908	Co-expression	Yu-Lee-2012
KPNA6	ZNF24	0.0012556469514155213	Co-expression	Yu-Lee-2012
LYRM1	VPS13B	0.003311628192575376	Co-expression	Yu-Lee-2012
MAN2A1	KPNA6	3.522108125840257E-4	Co-expression	Yu-Lee-2012
MCMBP	BBIP1	0.002609453024885185	Co-expression	Yu-Lee-2012
MRPL16	ATP5E	0.0027306831503160884	Co-expression	Yu-Lee-2012
MXI1	ARIH1	0.002394719938926986	Co-expression	Yu-Lee-2012
MXI1	CCDC93	0.0013669694243898481	Co-expression	Yu-Lee-2012
MXI1	HNRNPH3	0.002658934416070183	Co-expression	Yu-Lee-2012
MXI1	MAN2A1	7.176874226427985E-4	Co-expression	Yu-Lee-2012
MXI1	PABPC1	5.191393698495553E-4	Co-expression	Yu-Lee-2012
MXI1	PITPNB	0.001319572619233124	Co-expression	Yu-Lee-2012
MYD88	PSAP	0.0023704936370125755	Co-expression	Yu-Lee-2012
NPEPPS	KPNA6	0.001075704538585555	Co-expression	Yu-Lee-2012
NUTF2	ATP5C1	0.0022242127260824096	Co-expression	Yu-Lee-2012
PABPC1	C6orf106	0.0012018557328852574	Co-expression	Yu-Lee-2012
PABPC1	CELF1	0.00196297597640626	Co-expression	Yu-Lee-2012
PABPC1	FAM120A	0.0019219509933406694	Co-expression	Yu-Lee-2012
PABPC1	FBXW7	0.0017308216721321449	Co-expression	Yu-Lee-2012
PABPC1	KPNA6	2.5875141394258674E-4	Co-expression	Yu-Lee-2012
PABPC1	MAN2A1	5.252405385551682E-4	Co-expression	Yu-Lee-2012
PABPC1	POGZ	7.329966507226533E-4	Co-expression	Yu-Lee-2012
PABPC1	TMEM260	3.485420619885139E-4	Co-expression	Yu-Lee-2012
PFDN1	RNF7	0.0018628669320115768	Co-expression	Yu-Lee-2012
PFDN5	GLTSCR2	0.0017215796767228104	Co-expression	Yu-Lee-2012
PFDN5	NUTF2	8.820090441416409E-4	Co-expression	Yu-Lee-2012
PFDN5	PPP1R7	7.835017707810279E-4	Co-expression	Yu-Lee-2012
PFDN5	SNAPC5	0.002250333749029916	Co-expression	Yu-Lee-2012
PI4KA	KPNA6	0.001097421145470591	Co-expression	Yu-Lee-2012
PITPNB	TMEM43	0.0034935960612074916	Co-expression	Yu-Lee-2012
PLOD2	CDH11	0.0020372510053629604	Co-expression	Yu-Lee-2012
PLOD2	DST	0.003274337843160401	Co-expression	Yu-Lee-2012
POGZ	CELF1	0.0036444221417118146	Co-expression	Yu-Lee-2012
POGZ	FBXW7	0.00328280328779277	Co-expression	Yu-Lee-2012
PPP1R7	SNAPC5	0.002379742508029599	Co-expression	Yu-Lee-2012
PPP2CA	DDX5	0.0011122596890926646	Co-expression	Yu-Lee-2012
PPP2CA	PSMD6	0.0025178760202944858	Co-expression	Yu-Lee-2012
PRPF3	CXorf40B	0.001375346959466768	Co-expression	Yu-Lee-2012
PRPF3	PI4KA	0.0021356662929149935	Co-expression	Yu-Lee-2012
PSAP	KCTD12	0.0018890641759814618	Co-expression	Yu-Lee-2012
PSAP	RNF130	9.429910678617397E-4	Co-expression	Yu-Lee-2012
PSAP	SYT11	0.002159787496254733	Co-expression	Yu-Lee-2012
PSMD6	ATP5C1	0.0027979922064543766	Co-expression	Yu-Lee-2012
ROBO1	PRKD1	0.005280192466465149	Co-expression	Yu-Lee-2012
RPL12	RPL36AL	0.0037686180114077927	Co-expression	Yu-Lee-2012
RPL12	RPL37	0.0034635099735288283	Co-expression	Yu-Lee-2012
RPL15	KPNA6	0.0010976761322928782	Co-expression	Yu-Lee-2012
RPL36AL	RPL37	0.0030522197652066417	Co-expression	Yu-Lee-2012
RPL37	RPL15	0.004507250794198879	Co-expression	Yu-Lee-2012
RPL37	RPL35A	0.0036027838544403844	Co-expression	Yu-Lee-2012
RPSA	RPL36AL	0.004593005730644647	Co-expression	Yu-Lee-2012
RUVBL2	CSRP1	0.0039099396447350035	Co-expression	Yu-Lee-2012
SF3B1	NKTR	0.004658720824474741	Co-expression	Yu-Lee-2012
SF3B1	PABPC1	0.0019506442793475185	Co-expression	Yu-Lee-2012
SKIV2L2	MCMBP	6.952174947124888E-4	Co-expression	Yu-Lee-2012
SKIV2L2	SERBP1	0.002014097298248001	Co-expression	Yu-Lee-2012
SKIV2L2	TARS	5.687573400701424E-4	Co-expression	Yu-Lee-2012
SKIV2L2	YME1L1	6.66336995730571E-4	Co-expression	Yu-Lee-2012
SNRPF	CLNS1A	0.001967446103633642	Co-expression	Yu-Lee-2012
SNRPF	NACA	0.003640923832519759	Co-expression	Yu-Lee-2012
SRP19	PABPC1	0.001864516684965018	Co-expression	Yu-Lee-2012
SRSF11	ATP2C1	0.0027466371139512175	Co-expression	Yu-Lee-2012
TAB2	KDM6A	7.024246049148431E-4	Co-expression	Yu-Lee-2012
TARDBP	PABPC1	0.0019537129612819913	Co-expression	Yu-Lee-2012
TARS	C14orf1	0.002032134374566898	Co-expression	Yu-Lee-2012
TARS	PPP2CB	0.0020255192541865485	Co-expression	Yu-Lee-2012
TBCB	NSFL1C	0.001683916669371103	Co-expression	Yu-Lee-2012
TBCB	PSMD4	0.0020799149368556234	Co-expression	Yu-Lee-2012
TBCB	RSAD1	8.991086804636559E-4	Co-expression	Yu-Lee-2012
TCF4	MAN2A1	0.0018744389726436746	Co-expression	Yu-Lee-2012
TERF2IP	CIAPIN1	0.0024672073098846014	Co-expression	Yu-Lee-2012
TERF2IP	ID2	0.0023961714779330563	Co-expression	Yu-Lee-2012
TERF2IP	MGAT4A	0.0019693708808946344	Co-expression	Yu-Lee-2012
TMEM260	ATM	0.0013948823289240196	Co-expression	Yu-Lee-2012
TMEM260	CELF1	0.0017566910478382417	Co-expression	Yu-Lee-2012
TMEM260	ERGIC2	0.0014226124405166364	Co-expression	Yu-Lee-2012
TMEM260	MON2	0.0016958053808487528	Co-expression	Yu-Lee-2012
TMEM260	ZMYND11	0.0015236492990574379	Co-expression	Yu-Lee-2012
TMEM260	ZNF506	0.0013180796301349872	Co-expression	Yu-Lee-2012
TMEM260	ZNF518A	0.001500478992261058	Co-expression	Yu-Lee-2012
XPOT	LYRM1	0.0035941983813423616	Co-expression	Yu-Lee-2012
ZFP36	ANXA1	0.00400151998890658	Co-expression	Yu-Lee-2012
ANKRD17	ERGIC2	0.004337627968886188	Co-expression	Yu-Tan-2008
ANXA1	PTPN13	0.0018738117687877147	Co-expression	Yu-Tan-2008
ANXA1	TM4SF1	0.0018850300280028626	Co-expression	Yu-Tan-2008
ANXA1	TMEM43	0.0025567613238205956	Co-expression	Yu-Tan-2008
AP2S1	AURKAIP1	0.0029417637672918607	Co-expression	Yu-Tan-2008
AP2S1	NSFL1C	0.0037752545663935185	Co-expression	Yu-Tan-2008
ARIH1	MBNL2	0.007207231668875955	Co-expression	Yu-Tan-2008
ATM	ORAI2	0.007409392095223512	Co-expression	Yu-Tan-2008
ATP2C1	RNF7	0.005600232055838245	Co-expression	Yu-Tan-2008
ATP5C1	RBM15	0.004198006987007508	Co-expression	Yu-Tan-2008
AURKAIP1	SERF2	0.003518382210009674	Co-expression	Yu-Tan-2008
BGN	CDH11	0.0021591709679900676	Co-expression	Yu-Tan-2008
BGN	CYP1B1	0.0030776115591340126	Co-expression	Yu-Tan-2008
CCT3	AHCTF1	0.0015573351509458907	Co-expression	Yu-Tan-2008
CCT3	AURKAIP1	0.0013179500532118577	Co-expression	Yu-Tan-2008
CCT3	COPG1	0.0015250440907862983	Co-expression	Yu-Tan-2008
CCT3	HSP90AB1	0.0013849510891744104	Co-expression	Yu-Tan-2008
CCT3	PSMD4	0.002626588137820158	Co-expression	Yu-Tan-2008
CCT3	RUVBL2	8.457616258985008E-4	Co-expression	Yu-Tan-2008
CCT3	SNRPF	0.0014057898363214513	Co-expression	Yu-Tan-2008
CCT3	TBCB	0.0017846730208278623	Co-expression	Yu-Tan-2008
CDH11	DCN	0.00207848891423865	Co-expression	Yu-Tan-2008
CDH11	SEPT11	0.0032017852601867068	Co-expression	Yu-Tan-2008
CEP170B	DLST	0.006659643451510334	Co-expression	Yu-Tan-2008
CLNS1A	NDUFC2	0.011236637092339876	Co-expression	Yu-Tan-2008
CLNS1A	PPFIA1	0.006357898328068546	Co-expression	Yu-Tan-2008
CLNS1A	RAP1GDS1	0.006904624256170187	Co-expression	Yu-Tan-2008
COA3	NPEPPS	0.008897998528948436	Co-expression	Yu-Tan-2008
COL4A1	CDH11	0.0021774379562934766	Co-expression	Yu-Tan-2008
CSRP1	ACTN1	0.001906332700803662	Co-expression	Yu-Tan-2008
CSRP1	FAM129A	0.002783664002030853	Co-expression	Yu-Tan-2008
CSRP1	PITPNB	0.002185723190918914	Co-expression	Yu-Tan-2008
CTNNB1	ITGA6	0.004722770170129275	Co-expression	Yu-Tan-2008
CTNNB1	TM4SF1	0.007740607222334228	Co-expression	Yu-Tan-2008
CXorf40B	ZNF24	0.0029656229550866628	Co-expression	Yu-Tan-2008
DCN	SEPT11	0.004897547786095182	Co-expression	Yu-Tan-2008
DDX5	BPTF	0.006473193633373508	Co-expression	Yu-Tan-2008
ERGIC2	KPNA6	0.004093832407260332	Co-expression	Yu-Tan-2008
ERH	CLNS1A	0.003945115029094089	Co-expression	Yu-Tan-2008
ERH	SRP19	0.005013180884315819	Co-expression	Yu-Tan-2008
ERH	YME1L1	0.004634491283209567	Co-expression	Yu-Tan-2008
FAM168B	MBNL2	0.005998989577925334	Co-expression	Yu-Tan-2008
FBN1	BGN	0.0030406469775005017	Co-expression	Yu-Tan-2008
FBN1	CDH11	0.002741136089789318	Co-expression	Yu-Tan-2008
FBN1	TCF4	0.004756240267861954	Co-expression	Yu-Tan-2008
GLTSCR2	RAB40B	0.00305127747164632	Co-expression	Yu-Tan-2008
GLTSCR2	RPL15	0.003951495861726474	Co-expression	Yu-Tan-2008
HBB	IL1R1	0.005609981104732055	Co-expression	Yu-Tan-2008
HSP90AB1	CTNNB1	0.005162831240039897	Co-expression	Yu-Tan-2008
KAT7	BPTF	0.004538947150576333	Co-expression	Yu-Tan-2008
KAT7	RSAD1	0.0051009698096262076	Co-expression	Yu-Tan-2008
KCTD12	DCN	0.0038906737111140508	Co-expression	Yu-Tan-2008
MCMBP	RBM15	0.005591925911507563	Co-expression	Yu-Tan-2008
MRPL16	RBM15	0.0044055302805954	Co-expression	Yu-Tan-2008
MRPL16	RPL37	0.002742964002731576	Co-expression	Yu-Tan-2008
MXI1	FAM168B	0.005195755796817707	Co-expression	Yu-Tan-2008
MXI1	GLTSCR2	0.0029663047463789264	Co-expression	Yu-Tan-2008
MXI1	TAB2	0.006254010278733869	Co-expression	Yu-Tan-2008
NDUFC2	PPFIA1	0.004735583097897222	Co-expression	Yu-Tan-2008
NDUFC2	RAP1GDS1	0.0066100245860660775	Co-expression	Yu-Tan-2008
NISCH	CELF1	0.0018237458403552193	Co-expression	Yu-Tan-2008
NISCH	FBXW7	0.00234316558202733	Co-expression	Yu-Tan-2008
NISCH	GLTSCR2	0.0012828421185026493	Co-expression	Yu-Tan-2008
NISCH	NKTR	0.0019198724769061402	Co-expression	Yu-Tan-2008
NISCH	SON	0.001967665452928	Co-expression	Yu-Tan-2008
PCDH9	DMD	0.008736532436044542	Co-expression	Yu-Tan-2008
PFDN5	RPL15	0.003489380044132905	Co-expression	Yu-Tan-2008
PI4KA	UBE2L3	0.006791061083867338	Co-expression	Yu-Tan-2008
PPP2CA	COA3	0.002600915606426106	Co-expression	Yu-Tan-2008
PPP2CA	PFDN1	0.0036739255951780034	Co-expression	Yu-Tan-2008
PPP2CA	PSMD6	0.002985641232380212	Co-expression	Yu-Tan-2008
PPP2CA	SKIV2L2	0.003510896265729837	Co-expression	Yu-Tan-2008
PPP2CA	SRP19	0.0042507021422477234	Co-expression	Yu-Tan-2008
PRPF3	POGZ	0.004670648615319352	Co-expression	Yu-Tan-2008
PRPF3	PSMD4	0.005145351805666887	Co-expression	Yu-Tan-2008
PSMD6	ANXA1	0.0016284818395009555	Co-expression	Yu-Tan-2008
PSMD6	CCDC53	0.0044003662579068644	Co-expression	Yu-Tan-2008
RPL12	GLTSCR2	0.0026297723486754395	Co-expression	Yu-Tan-2008
RPL12	NACA	0.003357300855682261	Co-expression	Yu-Tan-2008
RPL12	RPL15	0.0041802358959716806	Co-expression	Yu-Tan-2008
RPL12	RPL35A	0.0033814193238220825	Co-expression	Yu-Tan-2008
RPL12	RPL37	0.002489821128355235	Co-expression	Yu-Tan-2008
RPL12	RPLP2	0.003612517703016113	Co-expression	Yu-Tan-2008
RPL12	RPSA	0.0032054456727162446	Co-expression	Yu-Tan-2008
RPL36AL	ANXA1	0.002269174633953846	Co-expression	Yu-Tan-2008
RPL36AL	TMX1	0.004556916006953367	Co-expression	Yu-Tan-2008
RPL37	GLTSCR2	0.0017505270674611814	Co-expression	Yu-Tan-2008
RPL37	NACA	0.003817742547843105	Co-expression	Yu-Tan-2008
RPL37	RAB40B	0.0031147690496610607	Co-expression	Yu-Tan-2008
RPL37	RBM15	0.002114807048726825	Co-expression	Yu-Tan-2008
RPL37	RPLP2	0.002963875443333599	Co-expression	Yu-Tan-2008
RPSA	GLTSCR2	0.0021109224301965467	Co-expression	Yu-Tan-2008
RPSA	RPL15	0.004218210618720441	Co-expression	Yu-Tan-2008
RPSA	RPL37	0.0023249277324099375	Co-expression	Yu-Tan-2008
RPSA	RPLP2	0.0033975103537669223	Co-expression	Yu-Tan-2008
RUVBL2	AP2S1	0.0019613984770131994	Co-expression	Yu-Tan-2008
RUVBL2	AURKAIP1	0.0019867365880246787	Co-expression	Yu-Tan-2008
RUVBL2	HNRNPUL1	0.002294700662509869	Co-expression	Yu-Tan-2008
RUVBL2	OTUB1	0.002407357567717067	Co-expression	Yu-Tan-2008
RUVBL2	PSMD4	0.002610994354156143	Co-expression	Yu-Tan-2008
RUVBL2	TBCB	0.0019364495563218983	Co-expression	Yu-Tan-2008
SF3B1	MCMBP	0.00621243261141966	Co-expression	Yu-Tan-2008
SF3B1	SRSF11	0.0066680030167653795	Co-expression	Yu-Tan-2008
SKIV2L2	PFDN1	0.006153687401593879	Co-expression	Yu-Tan-2008
SPARC	BGN	0.0022680533341474956	Co-expression	Yu-Tan-2008
SPARC	CDH11	0.0019913681551867856	Co-expression	Yu-Tan-2008
SPARC	COL4A1	0.0030768078170447153	Co-expression	Yu-Tan-2008
SPARC	DCN	0.0022488877681239106	Co-expression	Yu-Tan-2008
SPARC	FBN1	0.0034964235120695246	Co-expression	Yu-Tan-2008
SPARC	SEPT11	0.0038386484758495738	Co-expression	Yu-Tan-2008
SPARC	TCF4	0.0034632261848142796	Co-expression	Yu-Tan-2008
SRP19	PFDN1	0.005160858982680796	Co-expression	Yu-Tan-2008
SRP19	PSMD6	0.004671806068680576	Co-expression	Yu-Tan-2008
SRSF11	SUN1	0.006202224358418438	Co-expression	Yu-Tan-2008
TAB2	ARIH1	0.006071289133196602	Co-expression	Yu-Tan-2008
TARS	EIF2S2	0.0049837999155208325	Co-expression	Yu-Tan-2008
TARS	RPL37	0.0023366579421502417	Co-expression	Yu-Tan-2008
TBCB	HNRNPUL1	0.007044613518663803	Co-expression	Yu-Tan-2008
TCF4	CDH11	0.002796296162024437	Co-expression	Yu-Tan-2008
TCF4	DCN	0.0037593936781076826	Co-expression	Yu-Tan-2008
TERF2IP	ARHGAP29	0.006138428982621707	Co-expression	Yu-Tan-2008
TERF2IP	SON	0.007104487043164789	Co-expression	Yu-Tan-2008
TMEM260	MLH3	0.004653728212033628	Co-expression	Yu-Tan-2008
UBE2L3	SERF2	0.0038360759075979967	Co-expression	Yu-Tan-2008
XPOT	AHCTF1	0.004149601154270025	Co-expression	Yu-Tan-2008
XPOT	TARS	0.0038998977240542613	Co-expression	Yu-Tan-2008
YME1L1	ATP5C1	0.005226530026488535	Co-expression	Yu-Tan-2008
ZFP36	TMEM43	0.004276573248390927	Co-expression	Yu-Tan-2008
ANKRD17	TMEM260	1.1300842209533499E-4	Co-expression	Zangrando-Basso-2009
AP2S1	CSRP1	1.0512200579950282E-4	Co-expression	Zangrando-Basso-2009
ARIH1	KDM6A	2.40861615815679E-4	Co-expression	Zangrando-Basso-2009
ARIH1	MBNL2	2.10273554724588E-4	Co-expression	Zangrando-Basso-2009
ARIH1	NPEPPS	1.973610003753733E-4	Co-expression	Zangrando-Basso-2009
ARIH1	ZNF24	2.142928727443938E-4	Co-expression	Zangrando-Basso-2009
CCDC53	PPP1R7	9.845100337640035E-5	Co-expression	Zangrando-Basso-2009
CCDC53	RAP1GDS1	1.601508719006691E-4	Co-expression	Zangrando-Basso-2009
CCDC53	SNAPC5	1.635717624314241E-4	Co-expression	Zangrando-Basso-2009
CCDC53	TMEM260	4.449898420271172E-5	Co-expression	Zangrando-Basso-2009
CCT3	ATP5C1	1.9798838012749485E-4	Co-expression	Zangrando-Basso-2009
CCT3	EIF2S2	2.2568838275181802E-4	Co-expression	Zangrando-Basso-2009
CCT3	PSMD4	2.5843617224449966E-4	Co-expression	Zangrando-Basso-2009
CCT3	SERBP1	1.5201551844829035E-4	Co-expression	Zangrando-Basso-2009
CCT3	TBCB	2.0835017132765638E-4	Co-expression	Zangrando-Basso-2009
CDC16	CCDC53	1.347292835526123E-4	Co-expression	Zangrando-Basso-2009
CDC16	TMEM260	1.4319273036555706E-4	Co-expression	Zangrando-Basso-2009
CDC16	ZNF518A	4.728347996922077E-4	Co-expression	Zangrando-Basso-2009
CSRP1	ATP2C1	1.9561080749824918E-4	Co-expression	Zangrando-Basso-2009
CST3	JAG1	2.4209977305197182E-4	Co-expression	Zangrando-Basso-2009
CTNNB1	NKTR	2.858995392760434E-4	Co-expression	Zangrando-Basso-2009
CTNNB1	SF3B1	2.7291207130936834E-4	Co-expression	Zangrando-Basso-2009
CTNNB1	SRSF11	5.263226963629972E-4	Co-expression	Zangrando-Basso-2009
CXorf40B	KDM6A	2.8990888043704593E-4	Co-expression	Zangrando-Basso-2009
DDX5	TMEM260	1.0472309611397527E-4	Co-expression	Zangrando-Basso-2009
DLST	ARIH1	1.344522755836271E-4	Co-expression	Zangrando-Basso-2009
DLST	C6orf106	2.703592159258477E-4	Co-expression	Zangrando-Basso-2009
ERH	MCMBP	2.436564148683133E-4	Co-expression	Zangrando-Basso-2009
FAM129A	CREB3L2	3.41475950886364E-4	Co-expression	Zangrando-Basso-2009
ITGA6	ID2	2.3193459377412865E-4	Co-expression	Zangrando-Basso-2009
KAT7	C6orf106	2.8775021752523033E-4	Co-expression	Zangrando-Basso-2009
KCTD12	MCMBP	3.780848234809781E-4	Co-expression	Zangrando-Basso-2009
LYRM1	ATP5E	4.188898272804408E-4	Co-expression	Zangrando-Basso-2009
MAN2A1	KDM6A	4.22088350095132E-4	Co-expression	Zangrando-Basso-2009
MEST	SSBP3	3.565138086311629E-4	Co-expression	Zangrando-Basso-2009
MRPL16	CIAPIN1	3.3119784906490143E-4	Co-expression	Zangrando-Basso-2009
MXI1	CTDSP2	3.924038049607862E-4	Co-expression	Zangrando-Basso-2009
PFDN5	NACA	4.0338431638707893E-4	Co-expression	Zangrando-Basso-2009
PFDN5	RPL15	2.809481889186024E-4	Co-expression	Zangrando-Basso-2009
PI4KA	NISCH	3.5415822383636706E-4	Co-expression	Zangrando-Basso-2009
PI4KA	PIAS3	2.31149095339382E-4	Co-expression	Zangrando-Basso-2009
PIAS3	NISCH	4.506298765438308E-4	Co-expression	Zangrando-Basso-2009
POGZ	BPTF	3.1352193549965645E-4	Co-expression	Zangrando-Basso-2009
POGZ	FBXW7	1.252702818388948E-4	Co-expression	Zangrando-Basso-2009
POGZ	YLPM1	3.5844916425865843E-4	Co-expression	Zangrando-Basso-2009
PPP2CA	KAT7	2.2872059229888644E-4	Co-expression	Zangrando-Basso-2009
PRPF3	ALPK1	3.0787977968966325E-4	Co-expression	Zangrando-Basso-2009
PRPF3	PPFIA1	3.012597173640814E-4	Co-expression	Zangrando-Basso-2009
PRPF3	PSMD6	3.33604887329564E-4	Co-expression	Zangrando-Basso-2009
PSAP	KCTD12	1.44089630599426E-4	Co-expression	Zangrando-Basso-2009
RPL12	PFDN5	2.1981904514923174E-4	Co-expression	Zangrando-Basso-2009
RPL12	RPL15	2.5607783654883E-4	Co-expression	Zangrando-Basso-2009
RPL12	RPL37	3.094205166495437E-4	Co-expression	Zangrando-Basso-2009
RPL15	RPL35A	4.723394050644093E-4	Co-expression	Zangrando-Basso-2009
RPL37	RPL15	4.04266890626608E-4	Co-expression	Zangrando-Basso-2009
RPL37	RPL35A	4.4908092562641143E-4	Co-expression	Zangrando-Basso-2009
RSAD1	MLH3	2.0813374129552106E-4	Co-expression	Zangrando-Basso-2009
SF3B1	NKTR	1.6503504797092528E-4	Co-expression	Zangrando-Basso-2009
SF3B1	RBM15	2.5690638077049076E-4	Co-expression	Zangrando-Basso-2009
SF3B1	SRSF11	2.7499006695893804E-4	Co-expression	Zangrando-Basso-2009
SLC2A1	HBB	3.627216232764871E-4	Co-expression	Zangrando-Basso-2009
SNRPF	MRPL16	2.4066858781351323E-4	Co-expression	Zangrando-Basso-2009
SRSF11	NKTR	3.253989112776373E-4	Co-expression	Zangrando-Basso-2009
SSBP3	ORAI2	2.995108030746873E-4	Co-expression	Zangrando-Basso-2009
TAB2	ARIH1	1.7798359650199707E-4	Co-expression	Zangrando-Basso-2009
TARDBP	ARIH1	2.020845683914389E-4	Co-expression	Zangrando-Basso-2009
