GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Jan 17 13:28:01 GMT 2017

Gene	Score	Description
SNCA	TH	0.5654771456871436	Physical interactions	IREF-OPHID
SOD1	CCS	0.9388301132990964	Physical interactions	IREF-OPHID
SQSTM1	NTRK2	0.4601902044698021	Physical interactions	IREF-OPHID
TBK1	HSPA5	0.11431742481438179	Physical interactions	IREF-OPHID
TFPI	F10	1.1575947275571778	Physical interactions	IREF-OPHID
TFPI	F7	2.409635955672355	Physical interactions	IREF-OPHID
TUBA4A	CALB2	1.9957854472174925	Physical interactions	IREF-OPHID
ZNF512B	DCTN1	0.12803589578467423	Physical interactions	IREF-OPHID
ZNF512B	VWF	0.29479330439334966	Physical interactions	IREF-OPHID
A2M	CPB2	0.1971007349494408	Physical interactions	IREF-SMALL-SCALE-STUDIES
A2M	HSPA5	0.023894494779352085	Physical interactions	IREF-SMALL-SCALE-STUDIES
A2M	NGF	0.1301039170765091	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	A2M	0.01678373225581153	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	CASP3	0.006325629795091759	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	CDK5	0.012327941275199351	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	F12	0.040752395531563915	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	GFAP	0.04133879653121126	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	KNG1	0.021804357797258825	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	MAPT	0.012993893039437427	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	NGFR	0.016250658837899414	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	PRNP	0.007980933766017231	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	PSEN1	0.011665345449371598	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	SNCA	0.0076672161906328066	Physical interactions	IREF-SMALL-SCALE-STUDIES
BDKRB2	KNG1	0.15301900874934848	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QA	C1QB	0.21383977896577594	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QA	C1QC	0.29032312710510183	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QA	C1R	0.33095751130768153	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QA	C1S	0.25549365849013356	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QA	CR1	0.2261685329525736	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QB	C1QC	0.6591664257621566	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1QB	C1R	0.7514250478326817	Physical interactions	IREF-SMALL-SCALE-STUDIES
C1R	C1S	0.8977952910206801	Physical interactions	IREF-SMALL-SCALE-STUDIES
C2	C1S	0.5764573206638144	Physical interactions	IREF-SMALL-SCALE-STUDIES
C2	C4A	0.39946034293522076	Physical interactions	IREF-SMALL-SCALE-STUDIES
C2	C5	0.39532755810737924	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	C2	0.14943804575525627	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	C3AR1	0.3791480582418963	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	C5	0.12321658173808173	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	CD46	0.09942520013199667	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	CFB	0.2522550930721015	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	CFH	0.09880296820375961	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	CFI	0.384641091861354	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	CR1	0.1590491170679591	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	CR2	0.12365239444038598	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	MASP1	0.13106027622829616	Physical interactions	IREF-SMALL-SCALE-STUDIES
C3	MASP2	0.14010920022196216	Physical interactions	IREF-SMALL-SCALE-STUDIES
C4A	C1S	0.4802769572186582	Physical interactions	IREF-SMALL-SCALE-STUDIES
C4A	C3AR1	1.0134943340679914	Physical interactions	IREF-SMALL-SCALE-STUDIES
C5	C6	1.3199876195259517	Physical interactions	IREF-SMALL-SCALE-STUDIES
C5	C7	0.9947818145499729	Physical interactions	IREF-SMALL-SCALE-STUDIES
C5	C8B	0.7928373932066225	Physical interactions	IREF-SMALL-SCALE-STUDIES
C5AR1	C5	0.4532353457591108	Physical interactions	IREF-SMALL-SCALE-STUDIES
C8B	C8A	1.2504330581304053	Physical interactions	IREF-SMALL-SCALE-STUDIES
C8G	C8A	1.7013657583936488	Physical interactions	IREF-SMALL-SCALE-STUDIES
C9	C8A	1.1564423950658123	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP1	MAPT	0.029304670738750024	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP1	MICE	0.14121258232710732	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	CALB1	0.06017496653800146	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	CASP1	0.01426597196414807	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	DCTN1	0.01579404725773689	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	FUS	0.020265668988409903	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	HSPB1	0.01780326027288363	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	LMNB1	0.023192486333302547	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	MAPT	0.012246447475982745	Physical interactions	IREF-SMALL-SCALE-STUDIES
CASP3	PSEN1	0.010994321243778466	Physical interactions	IREF-SMALL-SCALE-STUDIES
CD55	CR1	0.609228144092665	Physical interactions	IREF-SMALL-SCALE-STUDIES
CD59	C8A	0.41733917604523585	Physical interactions	IREF-SMALL-SCALE-STUDIES
CD59	C9	0.5952444726400267	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK5	MAPT	0.023866949772460233	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK5	NES	0.3454993070012531	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK5	NTRK2	0.05034169800601433	Physical interactions	IREF-SMALL-SCALE-STUDIES
CFH	CFI	0.8159289647359624	Physical interactions	IREF-SMALL-SCALE-STUDIES
CNTF	CNTFR	0.7976999120899828	Physical interactions	IREF-SMALL-SCALE-STUDIES
CPB2	C5	0.5492862233839423	Physical interactions	IREF-SMALL-SCALE-STUDIES
CR1	C4A	0.42515152041908283	Physical interactions	IREF-SMALL-SCALE-STUDIES
CR2	CR1	0.42224115347792174	Physical interactions	IREF-SMALL-SCALE-STUDIES
CREBBP	HSF1	0.010626554454808573	Physical interactions	IREF-SMALL-SCALE-STUDIES
CREBBP	HTT	0.0036288643246817575	Physical interactions	IREF-SMALL-SCALE-STUDIES
CREBBP	PPARGC1A	0.011140497233325277	Physical interactions	IREF-SMALL-SCALE-STUDIES
CREBBP	SERTAD3	0.17442106185008682	Physical interactions	IREF-SMALL-SCALE-STUDIES
CST3	C4A	0.3977992476156978	Physical interactions	IREF-SMALL-SCALE-STUDIES
CYCS	HSPB1	0.06480647604183515	Physical interactions	IREF-SMALL-SCALE-STUDIES
DCTN1	APEX1	0.05330864960297899	Physical interactions	IREF-SMALL-SCALE-STUDIES
DCTN1	MAPT	0.0324435902416175	Physical interactions	IREF-SMALL-SCALE-STUDIES
DCTN1	TUBA4A	0.04252155346912603	Physical interactions	IREF-SMALL-SCALE-STUDIES
EP300	APEX1	0.011189359572026039	Physical interactions	IREF-SMALL-SCALE-STUDIES
EP300	CASP1	0.00793282108370458	Physical interactions	IREF-SMALL-SCALE-STUDIES
EP300	CREBBP	0.002157470799704873	Physical interactions	IREF-SMALL-SCALE-STUDIES
EP300	MAPT	0.006809833478938951	Physical interactions	IREF-SMALL-SCALE-STUDIES
EP300	PPARGC1A	0.00951890405685346	Physical interactions	IREF-SMALL-SCALE-STUDIES
F10	F3	0.4280659228936976	Physical interactions	IREF-SMALL-SCALE-STUDIES
F10	F5	0.25376151785326445	Physical interactions	IREF-SMALL-SCALE-STUDIES
F10	F7	0.32780204798595625	Physical interactions	IREF-SMALL-SCALE-STUDIES
F12	KLKB1	0.4092997457271646	Physical interactions	IREF-SMALL-SCALE-STUDIES
F13A1	F13B	1.6213567739256676	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	CPB2	0.30435634594070005	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	F11	0.3185753986007732	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	F5	0.20294925671798303	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	FGA	0.15938410371067055	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	SERPINC1	0.2726434301335388	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	SERPIND1	0.609449351111611	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2	THBD	0.34620923705000817	Physical interactions	IREF-SMALL-SCALE-STUDIES
F2R	F2	0.11648973358654173	Physical interactions	IREF-SMALL-SCALE-STUDIES
F7	F3	0.8968369265575165	Physical interactions	IREF-SMALL-SCALE-STUDIES
F8	F10	0.1725585884290819	Physical interactions	IREF-SMALL-SCALE-STUDIES
F8	F2	0.13800610189110254	Physical interactions	IREF-SMALL-SCALE-STUDIES
F8	F9	0.41558269765414263	Physical interactions	IREF-SMALL-SCALE-STUDIES
F8	PROC	0.20762551829496273	Physical interactions	IREF-SMALL-SCALE-STUDIES
F8	PROS1	0.28611762794299184	Physical interactions	IREF-SMALL-SCALE-STUDIES
F8	VWF	0.22406512323795985	Physical interactions	IREF-SMALL-SCALE-STUDIES
F9	F7	0.7894644843817012	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGA	F13A1	0.42100239417182356	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGB	FGA	0.3443541122856011	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGB	SERPINA5	0.2758395228075053	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGG	F13A1	0.37927687147331185	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGG	F13B	0.8806909066732794	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGG	FGA	0.228680677438231	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGG	FGB	0.3102251823853628	Physical interactions	IREF-SMALL-SCALE-STUDIES
FGG	SERPINA5	0.18318112136270567	Physical interactions	IREF-SMALL-SCALE-STUDIES
GRIA1	GRIA2	0.12991898003724606	Physical interactions	IREF-SMALL-SCALE-STUDIES
GRIA1	GRIA4	0.21063725933112393	Physical interactions	IREF-SMALL-SCALE-STUDIES
GRIA1	GRIK2	0.134340043944677	Physical interactions	IREF-SMALL-SCALE-STUDIES
GRIA2	GRIK2	0.17474236006296595	Physical interactions	IREF-SMALL-SCALE-STUDIES
HNRNPA1	HNRNPC	0.034388826350637176	Physical interactions	IREF-SMALL-SCALE-STUDIES
HNRNPA1	LMNB1	0.0291110554342589	Physical interactions	IREF-SMALL-SCALE-STUDIES
HNRNPA1	SMN1	0.011652923572959283	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA5	F8	0.050881266889037956	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA5	GRIA1	0.036860883291785704	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA5	PAWR	0.04876882393171637	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA5	SOD1	0.027536506115363627	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA5	SSR1	0.09613112744595033	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA5	VWF	0.059905675639739975	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPB1	F13A1	0.19267169961790376	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPB1	HSF1	0.04876109538693844	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPB1	PLG	0.03920742766931261	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	CASP1	0.013342999378480672	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	CASP3	0.0055760512529211695	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	CD59	0.033471078784364366	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	DYNC1H1	0.029115928590011303	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	GFAP	0.03644020695377052	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	HNRNPC	0.02562470483694549	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	OPTN	0.022098450411538132	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	PRNP	0.007035204477137379	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	SQSTM1	0.007550285363275491	Physical interactions	IREF-SMALL-SCALE-STUDIES
HTT	SYP	0.058566077818698846	Physical interactions	IREF-SMALL-SCALE-STUDIES
KNG1	BDKRB1	0.49707329584575644	Physical interactions	IREF-SMALL-SCALE-STUDIES
KNG1	ECE1	0.2919999410765341	Physical interactions	IREF-SMALL-SCALE-STUDIES
KNG1	F11	0.26802351656070955	Physical interactions	IREF-SMALL-SCALE-STUDIES
KNG1	F2	0.08419629881884905	Physical interactions	IREF-SMALL-SCALE-STUDIES
KNG1	KLKB1	0.21899367831091696	Physical interactions	IREF-SMALL-SCALE-STUDIES
LMNB1	PRPH	0.38809246939232034	Physical interactions	IREF-SMALL-SCALE-STUDIES
MAG	NGFR	0.08367164210381153	Physical interactions	IREF-SMALL-SCALE-STUDIES
MAPT	SLC1A2	0.26964913904296006	Physical interactions	IREF-SMALL-SCALE-STUDIES
MAPT	TUBA4A	0.03297052317189783	Physical interactions	IREF-SMALL-SCALE-STUDIES
MASP1	C2	0.42049321945704227	Physical interactions	IREF-SMALL-SCALE-STUDIES
MASP1	MASP2	0.3942434195182404	Physical interactions	IREF-SMALL-SCALE-STUDIES
MASP1	MBL2	0.40749887646808014	Physical interactions	IREF-SMALL-SCALE-STUDIES
MASP1	SERPING1	0.34256637096559145	Physical interactions	IREF-SMALL-SCALE-STUDIES
MASP2	C2	0.4495257439085053	Physical interactions	IREF-SMALL-SCALE-STUDIES
MASP2	C4A	0.37452356110020596	Physical interactions	IREF-SMALL-SCALE-STUDIES
MBL2	MASP2	0.4356341922256939	Physical interactions	IREF-SMALL-SCALE-STUDIES
NEFH	NEFM	1.4902676012849865	Physical interactions	IREF-SMALL-SCALE-STUDIES
NGFR	NGF	0.12597165537337454	Physical interactions	IREF-SMALL-SCALE-STUDIES
NGFR	NTRK2	0.06636028720270423	Physical interactions	IREF-SMALL-SCALE-STUDIES
NOS1	BDKRB2	0.13589929186589347	Physical interactions	IREF-SMALL-SCALE-STUDIES
NTRK2	BDNF	0.1797507684628193	Physical interactions	IREF-SMALL-SCALE-STUDIES
OPTN	SOD1	0.07224461187529825	Physical interactions	IREF-SMALL-SCALE-STUDIES
OPTN	TBK1	0.06832717382414977	Physical interactions	IREF-SMALL-SCALE-STUDIES
OPTN	TFRC	0.07817939317141427	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	F10	0.11747196250062332	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	F2	0.09394982197139912	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	FGA	0.1496265325693166	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	PLAU	0.13215975980883937	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	SERPINA5	0.1198560161651748	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	SERPINE1	0.10529816552523942	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAT	SERPING1	0.1675290308446469	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAU	SERPINA5	0.1795971815399238	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAU	SERPINE1	0.15778309300034787	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAU	SERPINE2	0.35489676905861106	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAUR	KNG1	0.11004636920477727	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLAUR	PLAU	0.1840002101003145	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	C7	0.2962793502865284	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	CPB2	0.16359585545856378	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	F10	0.06726056614036939	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	F2R	0.06261488244804693	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	F3	0.18401885575951282	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	KNG1	0.04525670477182852	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	NGF	0.10798773647400985	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	PLAT	0.050499360942251624	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	PLAU	0.07567031270189767	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	SERPINC1	0.14654971232853864	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	SERPINE1	0.06029025948681196	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	SERPINF2	0.06460895287122949	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLG	SERPING1	0.09592159731778474	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRNP	DPP6	0.24094947136933015	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRNP	HSPA5	0.011362216478546943	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRNP	MAG	0.04109235808666662	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRNP	PLG	0.01656507391289313	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROC	F2	0.15056179235792264	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROC	F5	0.30533030450227144	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROC	PROS1	0.31214838809377654	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROC	SERPINA5	0.19207846374485288	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROC	THBD	0.5208600751999551	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROS1	C4BPA	0.6518800957365153	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROS1	C4BPB	1.9506748373124143	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROS1	F10	0.2594280545005329	Physical interactions	IREF-SMALL-SCALE-STUDIES
PROS1	F5	0.42075936537938685	Physical interactions	IREF-SMALL-SCALE-STUDIES
PSEN1	CASP1	0.02630844284122045	Physical interactions	IREF-SMALL-SCALE-STUDIES
PSEN1	CDK5	0.021426696011041524	Physical interactions	IREF-SMALL-SCALE-STUDIES
PSEN1	GFAP	0.07184929774405836	Physical interactions	IREF-SMALL-SCALE-STUDIES
PSEN1	MAPT	0.022584159246606932	Physical interactions	IREF-SMALL-SCALE-STUDIES
RTN4	TUBA4A	0.08794232634101466	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA1	SSR1	0.19901071307597842	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA5	F10	0.15963734589024328	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA5	F11	0.40642101537542485	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA5	F2	0.12767217187617247	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA5	FGA	0.20333349181525037	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA5	KLKB1	0.3320739590751507	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINA5	THBD	0.44167473812774344	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINC1	F9	0.8210208613479776	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINE1	F2	0.11216496199124325	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINE1	THBD	0.388028399071067	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINE2	F2	0.2522892456422563	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINF2	CFD	1.4107391940478058	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINF2	F11	0.3826332146825125	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINF2	F13A1	0.31749895741803685	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPINF2	PLAU	0.16908537666927473	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPING1	C1R	0.608338084769811	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPING1	C1S	0.46962683568441704	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPING1	F2	0.17845406686774948	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERPING1	MASP2	0.36621853289519735	Physical interactions	IREF-SMALL-SCALE-STUDIES
SMN1	HSPB1	0.027723573019505034	Physical interactions	IREF-SMALL-SCALE-STUDIES
SMN1	PFN1	0.05123300597772251	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	CYCS	0.026304341917178328	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	DYNC1H1	0.03773222845101551	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	HSPB1	0.02157910746026513	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	HTT	0.006758661451241804	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	MAPT	0.014843764759912018	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	SQSTM1	0.009784646737236443	Physical interactions	IREF-SMALL-SCALE-STUDIES
SNCA	TH	0.050724466485799646	Physical interactions	IREF-SMALL-SCALE-STUDIES
SOD1	CCS	0.3615671820185494	Physical interactions	IREF-SMALL-SCALE-STUDIES
SOD1	RNF19A	0.15183667217950184	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	CHMP2B	0.04989517058872986	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	FUS	0.02744084902608964	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	GRIA1	0.03304181136857227	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	GRIA2	0.04297902602536878	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	MAPT	0.01658237439427354	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	NGFR	0.020738550369726615	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	NTRK2	0.034976606780315396	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	PAWR	0.043715999753171496	Physical interactions	IREF-SMALL-SCALE-STUDIES
SQSTM1	SOD1	0.024683514744741716	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	ATXN2	0.2082846927917918	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	CASP3	0.0366676447616371	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	FUS	0.1246434168316847	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	HNRNPA1	0.04602498502227318	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	SQSTM1	0.04965004306979018	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	UBQLN2	0.17916716057544665	Physical interactions	IREF-SMALL-SCALE-STUDIES
TFPI	F10	0.2713914930669652	Physical interactions	IREF-SMALL-SCALE-STUDIES
TUBA4A	CALB2	0.5290299379449636	Physical interactions	IREF-SMALL-SCALE-STUDIES
VCP	RNF19A	0.0687214167952754	Physical interactions	IREF-SMALL-SCALE-STUDIES
VCP	SERPINA1	0.025801011875462347	Physical interactions	IREF-SMALL-SCALE-STUDIES
VCP	TARDBP	0.050745114342537145	Physical interactions	IREF-SMALL-SCALE-STUDIES
HNRNPA1	HNRNPC	0.2935064337190441	Physical interactions	Jeronimo-Coulombe-2007
HNRNPA1	HNRNPDL	0.3680972338792486	Physical interactions	Jeronimo-Coulombe-2007
TARDBP	HNRNPA1	0.3680972338792486	Physical interactions	Jeronimo-Coulombe-2007
HSPA5	TUBA4A	0.07784573658949012	Physical interactions	Kristensen-Foster-2012
TUBA4A	RPS27A	0.5106996208171134	Physical interactions	Kristensen-Foster-2012
OPTN	TBK1	0.21304667749081815	Physical interactions	Li-Dorf-2011 B
SNCA	GLUL	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	HSPA5	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	MAP2	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	SLC1A2	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	SLC1A3	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	SYP	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	TMOD2	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	TUBA4A	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SNCA	VAPB	0.931158269237785	Physical interactions	McFarland-Nussbaum-2008
SQSTM1	ARHGEF2	0.047691037732355154	Physical interactions	Nakayasu-Adkins-2013
SQSTM1	HSPA5	0.047691037732355154	Physical interactions	Nakayasu-Adkins-2013
VCP	SQSTM1	0.06573577891753742	Physical interactions	Nakayasu-Adkins-2013
APP	APEX1	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	BDNF	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	C9orf72	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	CDK5	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	GFAP	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	HNRNPA1	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	MAG	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	MAP2	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	RPS27A	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	SERPIND1	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	SLC1A1	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	SOD2	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	TARDBP	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	TBK1	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	TFPI	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
APP	TMOD2	0.020749075862050034	Physical interactions	Oláh-Ovádi-2011
VCP	ALS2	0.3532073115971401	Physical interactions	Yu-Chow-2013
VCP	ARHGEF2	0.3532073115971401	Physical interactions	Yu-Chow-2013
VCP	HNRNPA1	0.3532073115971401	Physical interactions	Yu-Chow-2013
VCP	HSPA5	0.3532073115971401	Physical interactions	Yu-Chow-2013
VCP	HSPB1	0.3532073115971401	Physical interactions	Yu-Chow-2013
VCP	HTT	0.3532073115971401	Physical interactions	Yu-Chow-2013
VCP	SPAST	0.3532073115971401	Physical interactions	Yu-Chow-2013

Gene	GO ids
A2M	GO:0002020	GO:0002526	GO:0002576	GO:0002673	GO:0002683	GO:0002697	GO:0002698	GO:0002920	GO:0004857	GO:0004866	GO:0004867	GO:0006887	GO:0006954	GO:0006956	GO:0006959	GO:0007597	GO:0010466	GO:0010951	GO:0010955	GO:0022617	GO:0030141	GO:0030168	GO:0030198	GO:0030414	GO:0030449	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0043062	GO:0045824	GO:0050727	GO:0050777	GO:0051346	GO:0052547	GO:0052548	GO:0060205	GO:0061134	GO:0061135	GO:0070613	GO:0072376	GO:0072378	GO:0072562	GO:2000257
ADA
AIF1
ALAD
ALS2	GO:0030425	GO:0030426	GO:0030427	GO:0032314	GO:0035020	GO:0043005	GO:0090066	GO:0097458
ANG
APEX1	GO:0000737	GO:0048471
